PLSCT00000016654	PANTHER:PTHR10067,PANTHER:PTHR10067:SF2
PLSCT00000004125	PANTHER:PTHR21649,PANTHER:PTHR21649:SF26
PLSCT00000006797	PANTHER:PTHR15898,PANTHER:PTHR15898:SF1
PLSCT00000018861	PANTHER:PTHR23138,PANTHER:PTHR23138:SF95
PLSCT00000018112	PANTHER:PTHR10374,PANTHER:PTHR10374:SF8
PLSCT00000018756	PANTHER:PTHR11071,PANTHER:PTHR11071:SF252
PLSCT00000017956	PANTHER:PTHR11562,PANTHER:PTHR11562:SF33
PLSCT00000007634	PANTHER:PTHR10292,PANTHER:PTHR10292:SF10
PLSCT00000010210	PANTHER:PTHR36764,PANTHER:PTHR36764:SF1
PLSCT00000005589	PANTHER:PTHR22847,PANTHER:PTHR22847:SF461
PLSCT00000016969	PANTHER:PTHR31269,PANTHER:PTHR31269:SF11
PLSCT00000011410	PANTHER:PTHR27001,PANTHER:PTHR27001:SF10
PLSCT00000017978	PANTHER:PTHR10126,PANTHER:PTHR10126:SF23
PLSCT00000008505	PANTHER:PTHR33975,PANTHER:PTHR33975:SF2
PLSCT00000001260	PANTHER:PTHR13743,PANTHER:PTHR13743:SF57
PLSCT00000015452	PANTHER:PTHR31238,PANTHER:PTHR31238:SF41
PLSCT00000000440	PANTHER:PTHR10891,PANTHER:PTHR10891:SF386
PLSCT00000002454	PANTHER:PTHR13748,PANTHER:PTHR13748:SF31
PLSCT00000005661	PANTHER:PTHR10992,PANTHER:PTHR10992:SF840
PLSCT00000013679	PANTHER:PTHR10774,PANTHER:PTHR10774:SF83
PLSCT00000014629	PANTHER:PTHR10799,PANTHER:PTHR10799:SF783
PLSCT00000004088	PANTHER:PTHR15959,PANTHER:PTHR15959:SF0
PLSCT00000002534	PANTHER:PTHR12029,PANTHER:PTHR12029:SF61
PLSCT00000005041	PANTHER:PTHR13693,PANTHER:PTHR13693:SF53
PLSCT00000008497	PANTHER:PTHR11986,PANTHER:PTHR11986:SF58
PLSCT00000005395	PANTHER:PTHR24298
PLSCT00000021513	PANTHER:PTHR11730,PANTHER:PTHR11730:SF39
PLSCT00000018807	PANTHER:PTHR35756,PANTHER:PTHR35756:SF1
PLSCT00000004985	PANTHER:PTHR12461,PANTHER:PTHR12461:SF38
PLSCT00000021045	PANTHER:PTHR11830
PLSCT00000000511	PANTHER:PTHR10516,PANTHER:PTHR10516:SF302
PLSCT00000004211	PANTHER:PTHR11886,PANTHER:PTHR11886:SF33
PLSCT00000021389	PANTHER:PTHR13710,PANTHER:PTHR13710:SF94
PLSCT00000018331	PANTHER:PTHR11952,PANTHER:PTHR11952:SF8
PLSCT00000006098	PANTHER:PTHR24012,PANTHER:PTHR24012:SF379
PLSCT00000021062	PANTHER:PTHR23163,PANTHER:PTHR23163:SF0
PLSCT00000006261	PANTHER:PTHR32195,PANTHER:PTHR32195:SF12
PLSCT00000009217	PANTHER:PTHR19139,PANTHER:PTHR19139:SF158
PLSCT00000014628	PANTHER:PTHR12444,PANTHER:PTHR12444:SF0
PLSCT00000000563	PANTHER:PTHR31319
PLSCT00000019323	PANTHER:PTHR22780,PANTHER:PTHR22780:SF5
PLSCT00000020329	PANTHER:PTHR11451,PANTHER:PTHR11451:SF5
PLSCT00000007983	PANTHER:PTHR13138,PANTHER:PTHR13138:SF3
PLSCT00000007246	PANTHER:PTHR11776,PANTHER:PTHR11776:SF7
PLSCT00000016367	PANTHER:PTHR10108,PANTHER:PTHR10108:SF793
PLSCT00000015630	PANTHER:PTHR12741,PANTHER:PTHR12741:SF21
PLSCT00000019644	PANTHER:PTHR27001,PANTHER:PTHR27001:SF224
PLSCT00000010158	PANTHER:PTHR24221
PLSCT00000010597	PANTHER:PTHR31140,PANTHER:PTHR31140:SF1
PLSCT00000008416	PANTHER:PTHR36081,PANTHER:PTHR36081:SF1
PLSCT00000003289	PANTHER:PTHR10666
PLSCT00000009127	PANTHER:PTHR24348
PLSCT00000003226	PANTHER:PTHR19308,PANTHER:PTHR19308:SF9
PLSCT00000013606	PANTHER:PTHR33975,PANTHER:PTHR33975:SF2
PLSCT00000020871	PANTHER:PTHR24078,PANTHER:PTHR24078:SF268
PLSCT00000000633	PANTHER:PTHR24012,PANTHER:PTHR24012:SF361
PLSCT00000016079	PANTHER:PTHR22884,PANTHER:PTHR22884:SF351
PLSCT00000020716	PANTHER:PTHR27001,PANTHER:PTHR27001:SF152
PLSCT00000020926	PANTHER:PTHR10992,PANTHER:PTHR10992:SF743
PLSCT00000006300	PANTHER:PTHR12341,PANTHER:PTHR12341:SF30
PLSCT00000016539	PANTHER:PTHR19384,PANTHER:PTHR19384:SF74
PLSCT00000002739	PANTHER:PTHR19306,PANTHER:PTHR19306:SF1
PLSCT00000007843	PANTHER:PTHR11703
PLSCT00000018321	PANTHER:PTHR10352,PANTHER:PTHR10352:SF0
PLSCT00000005947	PANTHER:PTHR11082,PANTHER:PTHR11082:SF4
PLSCT00000006125	PANTHER:PTHR31150,PANTHER:PTHR31150:SF2
PLSCT00000013447	PANTHER:PTHR21499,PANTHER:PTHR21499:SF34
PLSCT00000002299	PANTHER:PTHR34958,PANTHER:PTHR34958:SF1
PLSCT00000020327	PANTHER:PTHR13167,PANTHER:PTHR13167:SF45
PLSCT00000018123	PANTHER:PTHR23083,PANTHER:PTHR23083:SF397
PLSCT00000015285	PANTHER:PTHR24089,PANTHER:PTHR24089:SF389
PLSCT00000017770	PANTHER:PTHR13789,PANTHER:PTHR13789:SF90
PLSCT00000011636	PANTHER:PTHR24009,PANTHER:PTHR24009:SF0
PLSCT00000001149	PANTHER:PTHR24115,PANTHER:PTHR24115:SF417
PLSCT00000001118	PANTHER:PTHR33287,PANTHER:PTHR33287:SF3
PLSCT00000012651	PANTHER:PTHR33881,PANTHER:PTHR33881:SF4
PLSCT00000008899	PANTHER:PTHR12826
PLSCT00000016452	PANTHER:PTHR34122
PLSCT00000013666	PANTHER:PTHR24361,PANTHER:PTHR24361:SF253
PLSCT00000008993	PANTHER:PTHR10509,PANTHER:PTHR10509:SF10
PLSCT00000010690	PANTHER:PTHR34209,PANTHER:PTHR34209:SF1
PLSCT00000017487	PANTHER:PTHR19876
PLSCT00000020952	PANTHER:PTHR12111,PANTHER:PTHR12111:SF2
PLSCT00000004482	PANTHER:PTHR30603,PANTHER:PTHR30603:SF14
PLSCT00000020593	PANTHER:PTHR14194,PANTHER:PTHR14194:SF78
PLSCT00000004534	PANTHER:PTHR12730,PANTHER:PTHR12730:SF0
PLSCT00000005748	PANTHER:PTHR33417,PANTHER:PTHR33417:SF2
PLSCT00000013066	PANTHER:PTHR31238
PLSCT00000008925	PANTHER:PTHR13780,PANTHER:PTHR13780:SF48
PLSCT00000001768	PANTHER:PTHR10625,PANTHER:PTHR10625:SF121
PLSCT00000008258	PANTHER:PTHR12183,PANTHER:PTHR12183:SF16
PLSCT00000009356	PANTHER:PTHR11504
PLSCT00000009886	PANTHER:PTHR13156
PLSCT00000005441	PANTHER:PTHR24073,PANTHER:PTHR24073:SF545
PLSCT00000005813	PANTHER:PTHR10529,PANTHER:PTHR10529:SF242
PLSCT00000011396	PANTHER:PTHR33644,PANTHER:PTHR33644:SF2
PLSCT00000003144	PANTHER:PTHR23155,PANTHER:PTHR23155:SF577
PLSCT00000001076	PANTHER:PTHR27003
PLSCT00000016467	PANTHER:PTHR31235
PLSCT00000010957	PANTHER:PTHR12215,PANTHER:PTHR12215:SF10
PLSCT00000014447	PANTHER:PTHR31956,PANTHER:PTHR31956:SF10
PLSCT00000010833	PANTHER:PTHR24031,PANTHER:PTHR24031:SF155
PLSCT00000019728	PANTHER:PTHR23315,PANTHER:PTHR23315:SF86
PLSCT00000009529	PANTHER:PTHR12549
PLSCT00000007832	PANTHER:PTHR33389
PLSCT00000016642	PANTHER:PTHR11654,PANTHER:PTHR11654:SF105
PLSCT00000003441	PANTHER:PTHR31042,PANTHER:PTHR31042:SF2
PLSCT00000011432	PANTHER:PTHR35765,PANTHER:PTHR35765:SF2
PLSCT00000012060	PANTHER:PTHR20856,PANTHER:PTHR20856:SF8
PLSCT00000011823	PANTHER:PTHR24055,PANTHER:PTHR24055:SF72
PLSCT00000017794	PANTHER:PTHR10108,PANTHER:PTHR10108:SF753
PLSCT00000018572	PANTHER:PTHR19241,PANTHER:PTHR19241:SF307
PLSCT00000008240	PANTHER:PTHR24096,PANTHER:PTHR24096:SF116
PLSCT00000018429	PANTHER:PTHR20854,PANTHER:PTHR20854:SF4
PLSCT00000009973	PANTHER:PTHR11200,PANTHER:PTHR11200:SF136
PLSCT00000004595	PANTHER:PTHR24031,PANTHER:PTHR24031:SF306
PLSCT00000018721	PANTHER:PTHR13693,PANTHER:PTHR13693:SF62
PLSCT00000002519	PANTHER:PTHR32133,PANTHER:PTHR32133:SF124
PLSCT00000018383	PANTHER:PTHR31279,PANTHER:PTHR31279:SF3
PLSCT00000015442	PANTHER:PTHR33780,PANTHER:PTHR33780:SF3
PLSCT00000008597	PANTHER:PTHR10890,PANTHER:PTHR10890:SF3
PLSCT00000004596	PANTHER:PTHR34286
PLSCT00000008127	PANTHER:PTHR30560,PANTHER:PTHR30560:SF3
PLSCT00000018203	PANTHER:PTHR11122,PANTHER:PTHR11122:SF15
PLSCT00000009582	PANTHER:PTHR10484,PANTHER:PTHR10484:SF59
PLSCT00000011076	PANTHER:PTHR32494,PANTHER:PTHR32494:SF7
PLSCT00000005338	PANTHER:PTHR10317
PLSCT00000002426	PANTHER:PTHR10366,PANTHER:PTHR10366:SF323
PLSCT00000021217	PANTHER:PTHR11994,PANTHER:PTHR11994:SF14
PLSCT00000000950	PANTHER:PTHR24015
PLSCT00000007002	PANTHER:PTHR10130,PANTHER:PTHR10130:SF0
PLSCT00000010881	PANTHER:PTHR10799,PANTHER:PTHR10799:SF654
PLSCT00000020130	PANTHER:PTHR36309
PLSCT00000008239	PANTHER:PTHR32010,PANTHER:PTHR32010:SF6
PLSCT00000016957	PANTHER:PTHR22850,PANTHER:PTHR22850:SF2
PLSCT00000013189	PANTHER:PTHR24115,PANTHER:PTHR24115:SF533
PLSCT00000010636	PANTHER:PTHR23410
PLSCT00000021539	PANTHER:PTHR24031,PANTHER:PTHR24031:SF330
PLSCT00000005939	PANTHER:PTHR15371,PANTHER:PTHR15371:SF7
PLSCT00000013374	PANTHER:PTHR11864,PANTHER:PTHR11864:SF0
PLSCT00000003207	PANTHER:PTHR31280,PANTHER:PTHR31280:SF2
PLSCT00000020777	PANTHER:PTHR10742,PANTHER:PTHR10742:SF288
PLSCT00000012330	PANTHER:PTHR11830
PLSCT00000016719	PANTHER:PTHR31642,PANTHER:PTHR31642:SF11
PLSCT00000014370	PANTHER:PTHR11210,PANTHER:PTHR11210:SF22
PLSCT00000007616	PANTHER:PTHR22778,PANTHER:PTHR22778:SF18
PLSCT00000021401	PANTHER:PTHR24423,PANTHER:PTHR24423:SF561
PLSCT00000020077	PANTHER:PTHR11932,PANTHER:PTHR11932:SF27
PLSCT00000002771	PANTHER:PTHR31762,PANTHER:PTHR31762:SF4
PLSCT00000010728	PANTHER:PTHR21493,PANTHER:PTHR21493:SF126
PLSCT00000019766	PANTHER:PTHR23133,PANTHER:PTHR23133:SF4
PLSCT00000004405	PANTHER:PTHR19432,PANTHER:PTHR19432:SF38
PLSCT00000003864	PANTHER:PTHR11880,PANTHER:PTHR11880:SF10
PLSCT00000007017	PANTHER:PTHR21230,PANTHER:PTHR21230:SF27
PLSCT00000001058	PANTHER:PTHR31776,PANTHER:PTHR31776:SF0
PLSCT00000015009	PANTHER:PTHR10774,PANTHER:PTHR10774:SF90
PLSCT00000002133	PANTHER:PTHR11938,PANTHER:PTHR11938:SF76
PLSCT00000012894	PANTHER:PTHR33596,PANTHER:PTHR33596:SF1
PLSCT00000003931	PANTHER:PTHR10663,PANTHER:PTHR10663:SF189
PLSCT00000020136	PANTHER:PTHR12181,PANTHER:PTHR12181:SF12
PLSCT00000002108	PANTHER:PTHR32278
PLSCT00000019911	PANTHER:PTHR20854,PANTHER:PTHR20854:SF38
PLSCT00000013502	PANTHER:PTHR24006,PANTHER:PTHR24006:SF428
PLSCT00000016458	PANTHER:PTHR31280,PANTHER:PTHR31280:SF4
PLSCT00000006571	PANTHER:PTHR11353,PANTHER:PTHR11353:SF80
PLSCT00000016625	PANTHER:PTHR31692,PANTHER:PTHR31692:SF3
PLSCT00000001451	PANTHER:PTHR23429,PANTHER:PTHR23429:SF3
PLSCT00000008827	PANTHER:PTHR11609,PANTHER:PTHR11609:SF9
PLSCT00000018493	PANTHER:PTHR13832,PANTHER:PTHR13832:SF330
PLSCT00000006274	PANTHER:PTHR36337,PANTHER:PTHR36337:SF1
PLSCT00000001586	PANTHER:PTHR12320,PANTHER:PTHR12320:SF7
PLSCT00000008380	PANTHER:PTHR24413,PANTHER:PTHR24413:SF124
PLSCT00000018524	PANTHER:PTHR31789,PANTHER:PTHR31789:SF5
PLSCT00000005660	PANTHER:PTHR11624,PANTHER:PTHR11624:SF82
PLSCT00000020992	PANTHER:PTHR31683,PANTHER:PTHR31683:SF3
PLSCT00000021098	PANTHER:PTHR13778,PANTHER:PTHR13778:SF1
PLSCT00000010359	PANTHER:PTHR11214,PANTHER:PTHR11214:SF92
PLSCT00000019015	PANTHER:PTHR13952,PANTHER:PTHR13952:SF5
PLSCT00000015433	PANTHER:PTHR19919
PLSCT00000021642	PANTHER:PTHR22870,PANTHER:PTHR22870:SF204
PLSCT00000015994	PANTHER:PTHR10848,PANTHER:PTHR10848:SF0
PLSCT00000018055	PANTHER:PTHR19854,PANTHER:PTHR19854:SF1
PLSCT00000009526	PANTHER:PTHR23315,PANTHER:PTHR23315:SF86
PLSCT00000020194	PANTHER:PTHR10795,PANTHER:PTHR10795:SF157
PLSCT00000013091	PANTHER:PTHR10804,PANTHER:PTHR10804:SF11
PLSCT00000009784	PANTHER:PTHR34795
PLSCT00000019385	PANTHER:PTHR10046,PANTHER:PTHR10046:SF50
PLSCT00000017374	PANTHER:PTHR24423,PANTHER:PTHR24423:SF525
PLSCT00000012671	PANTHER:PTHR37204,PANTHER:PTHR37204:SF1
PLSCT00000013590	PANTHER:PTHR24423,PANTHER:PTHR24423:SF436
PLSCT00000016624	PANTHER:PTHR14217,PANTHER:PTHR14217:SF3
PLSCT00000004321	PANTHER:PTHR15367
PLSCT00000012620	PANTHER:PTHR24198
PLSCT00000000687	PANTHER:PTHR11668,PANTHER:PTHR11668:SF21
PLSCT00000002668	PANTHER:PTHR12231
PLSCT00000005566	PANTHER:PTHR12298
PLSCT00000000837	PANTHER:PTHR31279
PLSCT00000001082	PANTHER:PTHR11699,PANTHER:PTHR11699:SF180
PLSCT00000013368	PANTHER:PTHR21493,PANTHER:PTHR21493:SF122
PLSCT00000012147	PANTHER:PTHR27000,PANTHER:PTHR27000:SF181
PLSCT00000012754	PANTHER:PTHR22604,PANTHER:PTHR22604:SF123
PLSCT00000013882	PANTHER:PTHR18896,PANTHER:PTHR18896:SF60
PLSCT00000003723	PANTHER:PTHR20884,PANTHER:PTHR20884:SF8
PLSCT00000006699	PANTHER:PTHR18919,PANTHER:PTHR18919:SF93
PLSCT00000014245	PANTHER:PTHR11946,PANTHER:PTHR11946:SF76
PLSCT00000004524	PANTHER:PTHR27003,PANTHER:PTHR27003:SF72
PLSCT00000003086	PANTHER:PTHR10619
PLSCT00000002733	PANTHER:PTHR31358
PLSCT00000008805	PANTHER:PTHR12981,PANTHER:PTHR12981:SF0
PLSCT00000011954	PANTHER:PTHR13237,PANTHER:PTHR13237:SF8
PLSCT00000009802	PANTHER:PTHR11943,PANTHER:PTHR11943:SF3
PLSCT00000016291	PANTHER:PTHR11063,PANTHER:PTHR11063:SF8
PLSCT00000013776	PANTHER:PTHR11774
PLSCT00000004907	PANTHER:PTHR10639,PANTHER:PTHR10639:SF7
PLSCT00000003779	PANTHER:PTHR32116,PANTHER:PTHR32116:SF27
PLSCT00000016662	PANTHER:PTHR27000,PANTHER:PTHR27000:SF42
PLSCT00000006755	PANTHER:PTHR10853
PLSCT00000011365	PANTHER:PTHR10794,PANTHER:PTHR10794:SF40
PLSCT00000001202	PANTHER:PTHR24110,PANTHER:PTHR24110:SF3
PLSCT00000014951	PANTHER:PTHR34561
PLSCT00000008368	PANTHER:PTHR13260
PLSCT00000018346	PANTHER:PTHR10869,PANTHER:PTHR10869:SF78
PLSCT00000014782	PANTHER:PTHR35999
PLSCT00000010630	PANTHER:PTHR23079,PANTHER:PTHR23079:SF9
PLSCT00000009478	PANTHER:PTHR24073,PANTHER:PTHR24073:SF430
PLSCT00000002674	PANTHER:PTHR12992,PANTHER:PTHR12992:SF7
PLSCT00000015490	PANTHER:PTHR14217,PANTHER:PTHR14217:SF3
PLSCT00000004909	PANTHER:PTHR22889,PANTHER:PTHR22889:SF0
PLSCT00000015428	PANTHER:PTHR24223,PANTHER:PTHR24223:SF189
PLSCT00000006964	PANTHER:PTHR33178,PANTHER:PTHR33178:SF2
PLSCT00000008690	PANTHER:PTHR22848,PANTHER:PTHR22848:SF1
PLSCT00000006179	PANTHER:PTHR19139,PANTHER:PTHR19139:SF75
PLSCT00000010898	PANTHER:PTHR31115,PANTHER:PTHR31115:SF2
PLSCT00000017877	PANTHER:PTHR36124,PANTHER:PTHR36124:SF1
PLSCT00000010336	PANTHER:PTHR10414,PANTHER:PTHR10414:SF46
PLSCT00000014936	PANTHER:PTHR11782,PANTHER:PTHR11782:SF48
PLSCT00000013397	PANTHER:PTHR23244,PANTHER:PTHR23244:SF320
PLSCT00000008572	PANTHER:PTHR22762,PANTHER:PTHR22762:SF7
PLSCT00000018914	PANTHER:PTHR24064,PANTHER:PTHR24064:SF279
PLSCT00000002002	PANTHER:PTHR35113,PANTHER:PTHR35113:SF1
PLSCT00000002300	PANTHER:PTHR34958,PANTHER:PTHR34958:SF1
PLSCT00000020581	PANTHER:PTHR11562,PANTHER:PTHR11562:SF23
PLSCT00000017308	PANTHER:PTHR23329,PANTHER:PTHR23329:SF2
PLSCT00000014570	PANTHER:PTHR31602,PANTHER:PTHR31602:SF2
PLSCT00000011190	PANTHER:PTHR23152
PLSCT00000016148	PANTHER:PTHR23120,PANTHER:PTHR23120:SF20
PLSCT00000006319	PANTHER:PTHR13078
PLSCT00000019761	PANTHER:PTHR11895,PANTHER:PTHR11895:SF101
PLSCT00000010268	PANTHER:PTHR10516,PANTHER:PTHR10516:SF293
PLSCT00000018205	PANTHER:PTHR11132,PANTHER:PTHR11132:SF62
PLSCT00000015582	PANTHER:PTHR11071,PANTHER:PTHR11071:SF174
PLSCT00000020818	PANTHER:PTHR10668,PANTHER:PTHR10668:SF83
PLSCT00000007226	PANTHER:PTHR24006,PANTHER:PTHR24006:SF428
PLSCT00000011647	PANTHER:PTHR16223,PANTHER:PTHR16223:SF28
PLSCT00000017436	PANTHER:PTHR18968,PANTHER:PTHR18968:SF137
PLSCT00000009163	PANTHER:PTHR13301,PANTHER:PTHR13301:SF28
PLSCT00000021332	PANTHER:PTHR17583
PLSCT00000014997	PANTHER:PTHR24093,PANTHER:PTHR24093:SF246
PLSCT00000000439	PANTHER:PTHR10891,PANTHER:PTHR10891:SF386
PLSCT00000003826	PANTHER:PTHR22777,PANTHER:PTHR22777:SF3
PLSCT00000003902	PANTHER:PTHR36004,PANTHER:PTHR36004:SF1
PLSCT00000001214	PANTHER:PTHR27007
PLSCT00000017033	PANTHER:PTHR28039,PANTHER:PTHR28039:SF3
PLSCT00000015284	PANTHER:PTHR22996
PLSCT00000020330	PANTHER:PTHR16151
PLSCT00000013095	PANTHER:PTHR22762,PANTHER:PTHR22762:SF82
PLSCT00000002918	PANTHER:PTHR21136,PANTHER:PTHR21136:SF73
PLSCT00000009672	PANTHER:PTHR10073,PANTHER:PTHR10073:SF7
PLSCT00000015832	PANTHER:PTHR24015,PANTHER:PTHR24015:SF319
PLSCT00000017811	PANTHER:PTHR10291,PANTHER:PTHR10291:SF6
PLSCT00000019255	PANTHER:PTHR31190
PLSCT00000003643	PANTHER:PTHR24089,PANTHER:PTHR24089:SF245
PLSCT00000014480	PANTHER:PTHR31901
PLSCT00000004777	PANTHER:PTHR22850,PANTHER:PTHR22850:SF112
PLSCT00000013658	PANTHER:PTHR31513,PANTHER:PTHR31513:SF1
PLSCT00000011188	PANTHER:PTHR23152,PANTHER:PTHR23152:SF4
PLSCT00000006078	PANTHER:PTHR11165
PLSCT00000011842	PANTHER:PTHR10024,PANTHER:PTHR10024:SF201
PLSCT00000017602	PANTHER:PTHR13929,PANTHER:PTHR13929:SF3
PLSCT00000008569	PANTHER:PTHR23271
PLSCT00000009671	PANTHER:PTHR16056,PANTHER:PTHR16056:SF2
PLSCT00000015682	PANTHER:PTHR10108,PANTHER:PTHR10108:SF711
PLSCT00000003074	PANTHER:PTHR12822
PLSCT00000016540	PANTHER:PTHR10233,PANTHER:PTHR10233:SF9
PLSCT00000015774	PANTHER:PTHR11822
PLSCT00000012565	PANTHER:PTHR23073
PLSCT00000009609	PANTHER:PTHR10527,PANTHER:PTHR10527:SF6
PLSCT00000001447	PANTHER:PTHR37197
PLSCT00000004518	PANTHER:PTHR11079,PANTHER:PTHR11079:SF76
PLSCT00000009967	PANTHER:PTHR21736,PANTHER:PTHR21736:SF20
PLSCT00000008414	PANTHER:PTHR11034
PLSCT00000017081	PANTHER:PTHR11349
PLSCT00000011548	PANTHER:PTHR14614,PANTHER:PTHR14614:SF30
PLSCT00000000405	PANTHER:PTHR11960,PANTHER:PTHR11960:SF18
PLSCT00000015861	PANTHER:PTHR21368,PANTHER:PTHR21368:SF21
PLSCT00000011721	PANTHER:PTHR23196,PANTHER:PTHR23196:SF8
PLSCT00000007927	PANTHER:PTHR10906,PANTHER:PTHR10906:SF9
PLSCT00000000660	PANTHER:PTHR19139,PANTHER:PTHR19139:SF135
PLSCT00000020623	PANTHER:PTHR12601,PANTHER:PTHR12601:SF9
PLSCT00000019485	PANTHER:PTHR24095,PANTHER:PTHR24095:SF178
PLSCT00000021049	PANTHER:PTHR37079,PANTHER:PTHR37079:SF2
PLSCT00000003563	PANTHER:PTHR12418,PANTHER:PTHR12418:SF33
PLSCT00000006412	PANTHER:PTHR32176,PANTHER:PTHR32176:SF0
PLSCT00000017795	PANTHER:PTHR10108,PANTHER:PTHR10108:SF753
PLSCT00000009511	PANTHER:PTHR12124,PANTHER:PTHR12124:SF47
PLSCT00000020505	PANTHER:PTHR18934,PANTHER:PTHR18934:SF112
PLSCT00000001916	PANTHER:PTHR12210,PANTHER:PTHR12210:SF49
PLSCT00000001120	PANTHER:PTHR18937,PANTHER:PTHR18937:SF231
PLSCT00000014745	PANTHER:PTHR22931,PANTHER:PTHR22931:SF9
PLSCT00000014837	PANTHER:PTHR11361,PANTHER:PTHR11361:SF82
PLSCT00000019295	PANTHER:PTHR10744,PANTHER:PTHR10744:SF10
PLSCT00000019845	PANTHER:PTHR10996,PANTHER:PTHR10996:SF169
PLSCT00000017756	PANTHER:PTHR23111,PANTHER:PTHR23111:SF23
PLSCT00000020378	PANTHER:PTHR13832,PANTHER:PTHR13832:SF217
PLSCT00000010810	PANTHER:PTHR30602,PANTHER:PTHR30602:SF4
PLSCT00000013373	PANTHER:PTHR31246,PANTHER:PTHR31246:SF2
PLSCT00000014230	PANTHER:PTHR22976,PANTHER:PTHR22976:SF4
PLSCT00000014515	PANTHER:PTHR32191,PANTHER:PTHR32191:SF22
PLSCT00000014020	PANTHER:PTHR11785,PANTHER:PTHR11785:SF338
PLSCT00000020664	PANTHER:PTHR27006
PLSCT00000005469	PANTHER:PTHR24078,PANTHER:PTHR24078:SF192
PLSCT00000021004	PANTHER:PTHR11093
PLSCT00000018063	PANTHER:PTHR23326,PANTHER:PTHR23326:SF1
PLSCT00000013115	PANTHER:PTHR24015,PANTHER:PTHR24015:SF319
PLSCT00000011066	PANTHER:PTHR24298
PLSCT00000013198	PANTHER:PTHR21649,PANTHER:PTHR21649:SF24
PLSCT00000014395	PANTHER:PTHR22884,PANTHER:PTHR22884:SF352
PLSCT00000012914	PANTHER:PTHR27003
PLSCT00000010966	PANTHER:PTHR21141
PLSCT00000013694	PANTHER:PTHR33676,PANTHER:PTHR33676:SF2
PLSCT00000019602	PANTHER:PTHR23415,PANTHER:PTHR23415:SF4
PLSCT00000000923	PANTHER:PTHR31388,PANTHER:PTHR31388:SF44
PLSCT00000021027	PANTHER:PTHR31928,PANTHER:PTHR31928:SF4
PLSCT00000011717	PANTHER:PTHR24298
PLSCT00000016008	PANTHER:PTHR10366,PANTHER:PTHR10366:SF244
PLSCT00000019495	PANTHER:PTHR14154,PANTHER:PTHR14154:SF14
PLSCT00000002514	PANTHER:PTHR10438,PANTHER:PTHR10438:SF126
PLSCT00000015646	PANTHER:PTHR22594,PANTHER:PTHR22594:SF33
PLSCT00000004486	PANTHER:PTHR24031,PANTHER:PTHR24031:SF301
PLSCT00000005556	PANTHER:PTHR12722
PLSCT00000001170	PANTHER:PTHR31739,PANTHER:PTHR31739:SF4
PLSCT00000008563	PANTHER:PTHR14379
PLSCT00000020904	PANTHER:PTHR15876
PLSCT00000011952	PANTHER:PTHR21089,PANTHER:PTHR21089:SF1
PLSCT00000009488	PANTHER:PTHR27003
PLSCT00000010604	PANTHER:PTHR33162,PANTHER:PTHR33162:SF1
PLSCT00000004837	PANTHER:PTHR10855,PANTHER:PTHR10855:SF1
PLSCT00000007003	PANTHER:PTHR14154,PANTHER:PTHR14154:SF5
PLSCT00000006092	PANTHER:PTHR14146
PLSCT00000012642	PANTHER:PTHR31140,PANTHER:PTHR31140:SF1
PLSCT00000012139	PANTHER:PTHR22942,PANTHER:PTHR22942:SF1
PLSCT00000019635	PANTHER:PTHR20889,PANTHER:PTHR20889:SF0
PLSCT00000002020	PANTHER:PTHR18896,PANTHER:PTHR18896:SF11
PLSCT00000008984	PANTHER:PTHR23139
PLSCT00000006152	PANTHER:PTHR18929,PANTHER:PTHR18929:SF91
PLSCT00000003593	PANTHER:PTHR10252,PANTHER:PTHR10252:SF39
PLSCT00000009009	PANTHER:PTHR14152,PANTHER:PTHR14152:SF5
PLSCT00000014939	PANTHER:PTHR11093
PLSCT00000013192	PANTHER:PTHR13914,PANTHER:PTHR13914:SF0
PLSCT00000015572	PANTHER:PTHR13109
PLSCT00000018548	PANTHER:PTHR11932,PANTHER:PTHR11932:SF84
PLSCT00000005993	PANTHER:PTHR36003
PLSCT00000019915	PANTHER:PTHR12136,PANTHER:PTHR12136:SF41
PLSCT00000008137	PANTHER:PTHR24093,PANTHER:PTHR24093:SF82
PLSCT00000014942	PANTHER:PTHR35464,PANTHER:PTHR35464:SF1
PLSCT00000003341	PANTHER:PTHR31360,PANTHER:PTHR31360:SF1
PLSCT00000021399	PANTHER:PTHR10934
PLSCT00000014301	PANTHER:PTHR22874,PANTHER:PTHR22874:SF4
PLSCT00000006685	PANTHER:PTHR32176
PLSCT00000012012	PANTHER:PTHR31916,PANTHER:PTHR31916:SF2
PLSCT00000013143	PANTHER:PTHR24170,PANTHER:PTHR24170:SF1
PLSCT00000001115	PANTHER:PTHR33287,PANTHER:PTHR33287:SF3
PLSCT00000001782	PANTHER:PTHR31846,PANTHER:PTHR31846:SF12
PLSCT00000013452	PANTHER:PTHR13018,PANTHER:PTHR13018:SF47
PLSCT00000014767	PANTHER:PTHR21230,PANTHER:PTHR21230:SF32
PLSCT00000003089	PANTHER:PTHR11404,PANTHER:PTHR11404:SF8
PLSCT00000009123	PANTHER:PTHR23180,PANTHER:PTHR23180:SF249
PLSCT00000014073	PANTHER:PTHR24006,PANTHER:PTHR24006:SF502
PLSCT00000018607	PANTHER:PTHR10799,PANTHER:PTHR10799:SF753
PLSCT00000007889	PANTHER:PTHR11227,PANTHER:PTHR11227:SF25
