PLSCT00000007050	CDD:cd04254
PLSCT00000002066	CDD:cd06660
PLSCT00000021073	CDD:cd00018
PLSCT00000015467	CDD:cd06227
PLSCT00000009785	CDD:cd00204
PLSCT00000006853	CDD:cd00200
PLSCT00000001970	CDD:cd00336
PLSCT00000016502	CDD:cd07061
PLSCT00000001648	CDD:cd00590
PLSCT00000012995	CDD:cd00060
PLSCT00000020506	CDD:cd05008,CDD:cd05009
PLSCT00000013607	CDD:cd06093
PLSCT00000009086	CDD:cd11710
PLSCT00000003952	CDD:cd00202
PLSCT00000010825	CDD:cd00195
PLSCT00000017347	CDD:cd00079,CDD:cd00268
PLSCT00000010233	CDD:cd01580,CDD:cd01586
PLSCT00000021211	CDD:cd00780
PLSCT00000011492	CDD:cd06257
PLSCT00000015095	CDD:cd02440
PLSCT00000015761	CDD:cd00079,CDD:cd00268
PLSCT00000019046	CDD:cd02573
PLSCT00000011339	CDD:cd06610
PLSCT00000018802	CDD:cd08056,CDD:cd13838
PLSCT00000020690	CDD:cd00075
PLSCT00000018164	CDD:cd00200
PLSCT00000011302	CDD:cd05271
PLSCT00000018689	CDD:cd01868
PLSCT00000018372	CDD:cd00200
PLSCT00000004052	CDD:cd03791
PLSCT00000004387	CDD:cd05276
PLSCT00000005586	CDD:cd02396
PLSCT00000017651	CDD:cd00086
PLSCT00000007586	CDD:cd00143
PLSCT00000015858	CDD:cd04301
PLSCT00000014908	CDD:cd02846
PLSCT00000020483	CDD:cd00179,CDD:cd03041,CDD:cd15848
PLSCT00000010265	CDD:cd02961
PLSCT00000007783	CDD:cd00610
PLSCT00000002103	CDD:cd03244
PLSCT00000008010	CDD:cd00075,CDD:cd00082,CDD:cd00130
PLSCT00000017478	CDD:cd06623
PLSCT00000006368	CDD:cd01894
PLSCT00000021005	CDD:cd00009
PLSCT00000013585	CDD:cd07813,CDD:cd14295,CDD:cd14388
PLSCT00000017404	CDD:cd00046,CDD:cd00079
PLSCT00000002991	CDD:cd06660
PLSCT00000015141	CDD:cd06008
PLSCT00000007309	CDD:cd05479,CDD:cd14309
PLSCT00000017375	CDD:cd00082
PLSCT00000012963	CDD:cd08267
PLSCT00000007253	CDD:cd01860
PLSCT00000009684	CDD:cd10316,CDD:cd10320
PLSCT00000011498	CDD:cd00162
PLSCT00000006635	CDD:cd02176
PLSCT00000002415	CDD:cd06848
PLSCT00000011924	CDD:cd02851
PLSCT00000009416	CDD:cd08760,CDD:cd09631
PLSCT00000007491	CDD:cd05797
PLSCT00000012438	CDD:cd00105
PLSCT00000007486	CDD:cd00167
PLSCT00000004892	CDD:cd00167,CDD:cd06257
PLSCT00000015194	CDD:cd02440
PLSCT00000008112	CDD:cd06174
PLSCT00000019293	CDD:cd00378
PLSCT00000001724	CDD:cd00056
PLSCT00000017034	CDD:cd00127
PLSCT00000010529	CDD:cd06174
PLSCT00000019164	CDD:cd02982
PLSCT00000012707	CDD:cd07017
PLSCT00000018244	CDD:cd05233
PLSCT00000002150	CDD:cd00320
PLSCT00000000272	CDD:cd00162
PLSCT00000011490	CDD:cd00987
PLSCT00000006980	CDD:cd05167
PLSCT00000013096	CDD:cd14752
PLSCT00000014472	CDD:cd00078
PLSCT00000000399	CDD:cd02440
PLSCT00000001929	CDD:cd00051
PLSCT00000013789	CDD:cd00130
PLSCT00000003513	CDD:cd14066
PLSCT00000002369	CDD:cd00167
PLSCT00000013503	CDD:cd00009
PLSCT00000000845	CDD:cd01666,CDD:cd01896
PLSCT00000011489	CDD:cd00195
PLSCT00000010559	CDD:cd00079,CDD:cd00268
PLSCT00000000822	CDD:cd13132
PLSCT00000017761	CDD:cd06174
PLSCT00000002579	CDD:cd01993
PLSCT00000016693	CDD:cd05243
PLSCT00000021623	CDD:cd00831
PLSCT00000014897	CDD:cd04873
PLSCT00000017313	CDD:cd01254,CDD:cd09138,CDD:cd09141
PLSCT00000010758	CDD:cd02440
PLSCT00000017989	CDD:cd00121
PLSCT00000009536	CDD:cd02176
PLSCT00000021482	CDD:cd14066
PLSCT00000008842	CDD:cd00075
PLSCT00000017004	CDD:cd00052
PLSCT00000010709	CDD:cd05259
PLSCT00000005167	CDD:cd14066
PLSCT00000016609	CDD:cd06257
PLSCT00000008542	CDD:cd00009
PLSCT00000006045	CDD:cd06572
PLSCT00000010804	CDD:cd00170
PLSCT00000018475	CDD:cd00051
PLSCT00000007772	CDD:cd02186
PLSCT00000013566	CDD:cd14279
PLSCT00000017488	CDD:cd00200
PLSCT00000014934	CDD:cd00051
PLSCT00000005948	CDD:cd05247
PLSCT00000019396	CDD:cd03249
PLSCT00000007313	CDD:cd01427
PLSCT00000017495	CDD:cd00038
PLSCT00000000752	CDD:cd00018
PLSCT00000006284	CDD:cd00086,CDD:cd08875,CDD:cd14686
