PLSCT00000016654	InterPro:IPR003817,InterPro:IPR033177
PLSCT00000004001	InterPro:IPR001680,InterPro:IPR002372,InterPro:IPR007148,InterPro:IPR011047,InterPro:IPR015943,InterPro:IPR017986,InterPro:IPR019775
PLSCT00000020220	InterPro:IPR005282,InterPro:IPR006603
PLSCT00000007512	InterPro:IPR006671,InterPro:IPR013763,InterPro:IPR027081,InterPro:IPR031658
PLSCT00000004133	InterPro:IPR000504,InterPro:IPR007855,InterPro:IPR012677
PLSCT00000008556	InterPro:IPR002937,InterPro:IPR023753
PLSCT00000003977	InterPro:IPR019378
PLSCT00000013701	InterPro:IPR000185,InterPro:IPR011115,InterPro:IPR011116,InterPro:IPR011130,InterPro:IPR014018,InterPro:IPR020937,InterPro:IPR027417
PLSCT00000007720	InterPro:IPR000719,InterPro:IPR008271,InterPro:IPR011009,InterPro:IPR017441
PLSCT00000015046	InterPro:IPR029058
PLSCT00000010483	InterPro:IPR002937,InterPro:IPR023753
PLSCT00000011621	InterPro:IPR016135
PLSCT00000021514	InterPro:IPR016093,InterPro:IPR027005
PLSCT00000007752	InterPro:IPR007081
PLSCT00000017231	InterPro:IPR000439,InterPro:IPR012678,InterPro:IPR024794
PLSCT00000017591	InterPro:IPR009631
PLSCT00000018282	InterPro:IPR000719,InterPro:IPR008271,InterPro:IPR011009,InterPro:IPR013320,InterPro:IPR017441
PLSCT00000021007	InterPro:IPR004154,InterPro:IPR004516
PLSCT00000012769	InterPro:IPR002553,InterPro:IPR008152,InterPro:IPR008153,InterPro:IPR011989,InterPro:IPR013041,InterPro:IPR016024,InterPro:IPR017107
PLSCT00000005821	InterPro:IPR005150
PLSCT00000013833	InterPro:IPR000425,InterPro:IPR022357,InterPro:IPR023271
PLSCT00000004716	InterPro:IPR028045
PLSCT00000016586	InterPro:IPR006553,InterPro:IPR032675
PLSCT00000005905	InterPro:IPR000092,InterPro:IPR008949,InterPro:IPR014120,InterPro:IPR033749
PLSCT00000003514	InterPro:IPR013057
PLSCT00000019208	InterPro:IPR006134,InterPro:IPR006172,InterPro:IPR012337,InterPro:IPR017964,InterPro:IPR023211,InterPro:IPR024647,InterPro:IPR029702
PLSCT00000007116	InterPro:IPR002085,InterPro:IPR011032,InterPro:IPR013149,InterPro:IPR016040,InterPro:IPR020843
PLSCT00000018521	InterPro:IPR009543,InterPro:IPR026847
PLSCT00000005038	InterPro:IPR001471,InterPro:IPR016177
PLSCT00000011654	InterPro:IPR001650,InterPro:IPR004589,InterPro:IPR011545,InterPro:IPR011991,InterPro:IPR014001,InterPro:IPR027417,InterPro:IPR032284
PLSCT00000009341	InterPro:IPR002048,InterPro:IPR011992,InterPro:IPR018247,InterPro:IPR023753
PLSCT00000006438	InterPro:IPR000795,InterPro:IPR004161,InterPro:IPR005225,InterPro:IPR009000,InterPro:IPR023115,InterPro:IPR027417
PLSCT00000021335	InterPro:IPR001471,InterPro:IPR016177
PLSCT00000010762	InterPro:IPR003675
PLSCT00000002419	InterPro:IPR000836,InterPro:IPR029057
PLSCT00000006633	InterPro:IPR019194,InterPro:IPR027093
PLSCT00000019490	InterPro:IPR000719,InterPro:IPR008271,InterPro:IPR011009,InterPro:IPR017441
PLSCT00000013648	InterPro:IPR004888,InterPro:IPR008928,InterPro:IPR031335
PLSCT00000002581	InterPro:IPR005606
PLSCT00000003206	InterPro:IPR029005
PLSCT00000015388	InterPro:IPR007235
PLSCT00000020223	InterPro:IPR005018
PLSCT00000014401	InterPro:IPR001296,InterPro:IPR011835,InterPro:IPR013534
PLSCT00000001904	InterPro:IPR001128
PLSCT00000006446	InterPro:IPR004837
PLSCT00000013879	InterPro:IPR018034,InterPro:IPR024626
PLSCT00000007617	InterPro:IPR000608,InterPro:IPR016135,InterPro:IPR023313
PLSCT00000012019	InterPro:IPR003107,InterPro:IPR011990
PLSCT00000010043	InterPro:IPR002347,InterPro:IPR016040
PLSCT00000001777	InterPro:IPR011839,InterPro:IPR013781,InterPro:IPR015902,InterPro:IPR017853,InterPro:IPR024561
PLSCT00000010933	InterPro:IPR001424,InterPro:IPR018152,InterPro:IPR024134,InterPro:IPR031074
PLSCT00000002859	InterPro:IPR002885,InterPro:IPR011990,InterPro:IPR032867
PLSCT00000004172	InterPro:IPR002672,InterPro:IPR029004
PLSCT00000021183	InterPro:IPR026847
PLSCT00000015604	InterPro:IPR002068,InterPro:IPR008978
PLSCT00000018295	InterPro:IPR001394,InterPro:IPR006615,InterPro:IPR018200,InterPro:IPR028889
PLSCT00000020188	InterPro:IPR004087,InterPro:IPR004088,InterPro:IPR019510
PLSCT00000018763	InterPro:IPR011992,InterPro:IPR018247
PLSCT00000006298	InterPro:IPR000719,InterPro:IPR011009,InterPro:IPR017441
PLSCT00000001104	InterPro:IPR006094,InterPro:IPR007173,InterPro:IPR016166,InterPro:IPR016169
PLSCT00000002074	InterPro:IPR001173,InterPro:IPR029044
PLSCT00000014538	InterPro:IPR019269
PLSCT00000000448	InterPro:IPR006941,InterPro:IPR012337
PLSCT00000009033	InterPro:IPR001965,InterPro:IPR011011,InterPro:IPR013083,InterPro:IPR019786,InterPro:IPR019787
PLSCT00000012122	InterPro:IPR001907,InterPro:IPR023562,InterPro:IPR029045
PLSCT00000014137	InterPro:IPR002528
PLSCT00000002729	InterPro:IPR017072,InterPro:IPR023323,InterPro:IPR028088
PLSCT00000005248	InterPro:IPR011012,InterPro:IPR016635,InterPro:IPR022775
PLSCT00000005212	InterPro:IPR016024,InterPro:IPR022145
PLSCT00000013611	InterPro:IPR002048,InterPro:IPR011992
PLSCT00000006708	InterPro:IPR002110,InterPro:IPR020683,InterPro:IPR026480,InterPro:IPR029063
PLSCT00000021372	InterPro:IPR009292
PLSCT00000000382	InterPro:IPR008942,InterPro:IPR013809
PLSCT00000004852	InterPro:IPR001810,InterPro:IPR032675
PLSCT00000020277	InterPro:IPR007855
PLSCT00000008480	InterPro:IPR000668,InterPro:IPR013128,InterPro:IPR025660,InterPro:IPR025661
PLSCT00000002105	InterPro:IPR008146,InterPro:IPR014746
PLSCT00000009075	InterPro:IPR002048,InterPro:IPR011992,InterPro:IPR018247,InterPro:IPR019537
PLSCT00000006621	InterPro:IPR001611,InterPro:IPR003591,InterPro:IPR032675
PLSCT00000006096	InterPro:IPR000504,InterPro:IPR012677
PLSCT00000006764	InterPro:IPR000727,InterPro:IPR006011,InterPro:IPR010989,InterPro:IPR028673
PLSCT00000006793	InterPro:IPR006722,InterPro:IPR011012
PLSCT00000018652	InterPro:IPR012302,InterPro:IPR016040
PLSCT00000006965	InterPro:IPR000719,InterPro:IPR008271,InterPro:IPR011009
PLSCT00000011130	InterPro:IPR001594
PLSCT00000012828	InterPro:IPR007258
PLSCT00000016340	InterPro:IPR003821,InterPro:IPR013512,InterPro:IPR013644,InterPro:IPR016040,InterPro:IPR026877
PLSCT00000012222	InterPro:IPR000425,InterPro:IPR022357,InterPro:IPR023271
PLSCT00000020795	InterPro:IPR011990,InterPro:IPR019440
PLSCT00000003324	InterPro:IPR000504,InterPro:IPR012677
PLSCT00000002987	InterPro:IPR001005,InterPro:IPR006447,InterPro:IPR009057,InterPro:IPR017930,InterPro:IPR025756
PLSCT00000001242	InterPro:IPR003864,InterPro:IPR032880
PLSCT00000017378	InterPro:IPR031100
PLSCT00000004125	InterPro:IPR001344,InterPro:IPR022796,InterPro:IPR023329
PLSCT00000018861	InterPro:IPR000156,InterPro:IPR011993
PLSCT00000006797	InterPro:IPR000433,InterPro:IPR001841,InterPro:IPR013083,InterPro:IPR017907,InterPro:IPR027370
PLSCT00000018112	InterPro:IPR004360,InterPro:IPR004361,InterPro:IPR018146,InterPro:IPR029068
PLSCT00000018756	InterPro:IPR002130,InterPro:IPR020892,InterPro:IPR024936,InterPro:IPR029000
PLSCT00000017956	InterPro:IPR002524,InterPro:IPR027469,InterPro:IPR027470
PLSCT00000007634	InterPro:IPR001473,InterPro:IPR016025,InterPro:IPR022365
PLSCT00000005589	InterPro:IPR001680,InterPro:IPR015943,InterPro:IPR017986,InterPro:IPR019775,InterPro:IPR020472
PLSCT00000016969	InterPro:IPR004695
PLSCT00000011410	InterPro:IPR000719,InterPro:IPR001245,InterPro:IPR008271,InterPro:IPR011009,InterPro:IPR013320,InterPro:IPR017441
PLSCT00000017978	InterPro:IPR000814,InterPro:IPR012295,InterPro:IPR030491,InterPro:IPR033710
PLSCT00000008505	InterPro:IPR010903
PLSCT00000001260	InterPro:IPR000409,InterPro:IPR000719,InterPro:IPR011009
PLSCT00000015452	InterPro:IPR001929,InterPro:IPR006045,InterPro:IPR011051,InterPro:IPR014710
PLSCT00000000440	InterPro:IPR002048,InterPro:IPR011992,InterPro:IPR018247
PLSCT00000002454	InterPro:IPR011629
PLSCT00000005661	InterPro:IPR029058
PLSCT00000013679	InterPro:IPR031468
PLSCT00000014629	InterPro:IPR000330,InterPro:IPR001650,InterPro:IPR014001,InterPro:IPR014012,InterPro:IPR027417,InterPro:IPR029295
PLSCT00000004088	InterPro:IPR019529
PLSCT00000005041	InterPro:IPR001917,InterPro:IPR004839,InterPro:IPR015421,InterPro:IPR015422,InterPro:IPR015424
PLSCT00000002534	InterPro:IPR001537,InterPro:IPR029026,InterPro:IPR029028,InterPro:IPR029064
PLSCT00000008497	InterPro:IPR005814,InterPro:IPR015422,InterPro:IPR015424
PLSCT00000005395	InterPro:IPR001128,InterPro:IPR002401,InterPro:IPR017972
PLSCT00000021513	InterPro:IPR001905,InterPro:IPR024041,InterPro:IPR029020
PLSCT00000018807	InterPro:IPR006121
PLSCT00000004985	InterPro:IPR003347
PLSCT00000021045	InterPro:IPR001593
PLSCT00000000511	InterPro:IPR001179,InterPro:IPR023566
PLSCT00000004211	InterPro:IPR001372,InterPro:IPR019763
PLSCT00000021389	InterPro:IPR001650,InterPro:IPR004589,InterPro:IPR014001,InterPro:IPR027417
PLSCT00000018331	InterPro:IPR002618,InterPro:IPR029044
PLSCT00000006098	InterPro:IPR000504,InterPro:IPR012677
PLSCT00000006261	InterPro:IPR018227
PLSCT00000009217	InterPro:IPR000425,InterPro:IPR023271
PLSCT00000014628	InterPro:IPR016024
PLSCT00000000563	InterPro:IPR010402
PLSCT00000019323	InterPro:IPR002553,InterPro:IPR007513,InterPro:IPR008152,InterPro:IPR008153,InterPro:IPR011989,InterPro:IPR013041,InterPro:IPR016024,InterPro:IPR026939
PLSCT00000020329	InterPro:IPR004095,InterPro:IPR006195,InterPro:IPR012675,InterPro:IPR012676,InterPro:IPR012947,InterPro:IPR018163
PLSCT00000007246	InterPro:IPR000836,InterPro:IPR029057
PLSCT00000016367	InterPro:IPR013216,InterPro:IPR025771,InterPro:IPR029063
PLSCT00000015630	InterPro:IPR026899
PLSCT00000019644	InterPro:IPR000719,InterPro:IPR008271,InterPro:IPR011009,InterPro:IPR013320,InterPro:IPR017441
PLSCT00000010158	InterPro:IPR011527
PLSCT00000010597	InterPro:IPR003340,InterPro:IPR015300
PLSCT00000008416	InterPro:IPR014729
PLSCT00000003289	InterPro:IPR000626,InterPro:IPR019954,InterPro:IPR019956,InterPro:IPR029071
PLSCT00000009127	InterPro:IPR000719,InterPro:IPR008271,InterPro:IPR011009
PLSCT00000003226	InterPro:IPR002913,InterPro:IPR023393
PLSCT00000013606	InterPro:IPR010903
PLSCT00000020871	InterPro:IPR001623,InterPro:IPR011990,InterPro:IPR013026,InterPro:IPR018253,InterPro:IPR019734
PLSCT00000000633	InterPro:IPR000504,InterPro:IPR003954,InterPro:IPR006509,InterPro:IPR012677,InterPro:IPR029123
PLSCT00000016079	InterPro:IPR001214,InterPro:IPR001965,InterPro:IPR003616,InterPro:IPR007110,InterPro:IPR011011,InterPro:IPR013083,InterPro:IPR019787
PLSCT00000020716	InterPro:IPR000719,InterPro:IPR008266,InterPro:IPR011009,InterPro:IPR013320,InterPro:IPR020635
PLSCT00000020926	InterPro:IPR000073,InterPro:IPR029058
PLSCT00000006300	InterPro:IPR001878,InterPro:IPR004859,InterPro:IPR027073
PLSCT00000016539	InterPro:IPR001094,InterPro:IPR001433,InterPro:IPR001709,InterPro:IPR003097,InterPro:IPR008254,InterPro:IPR017927,InterPro:IPR017938,InterPro:IPR023173,InterPro:IPR023208,InterPro:IPR029039
PLSCT00000002739	InterPro:IPR027131,InterPro:IPR027417,InterPro:IPR033268
PLSCT00000007843	InterPro:IPR002773,InterPro:IPR029035
PLSCT00000018321	InterPro:IPR000504,InterPro:IPR012677,InterPro:IPR017334,InterPro:IPR024675
PLSCT00000005947	InterPro:IPR001269,InterPro:IPR013785
PLSCT00000013447	InterPro:IPR001048,InterPro:IPR001341,InterPro:IPR002912,InterPro:IPR005260
PLSCT00000002299	InterPro:IPR016024
PLSCT00000020327	InterPro:IPR027272,InterPro:IPR031334
PLSCT00000018123	InterPro:IPR001440,InterPro:IPR011990,InterPro:IPR013026,InterPro:IPR019734
PLSCT00000015285	InterPro:IPR002067,InterPro:IPR018108,InterPro:IPR023395
PLSCT00000017770	InterPro:IPR002938,InterPro:IPR023753
PLSCT00000011636	InterPro:IPR000504,InterPro:IPR000571,InterPro:IPR012677,InterPro:IPR025605
PLSCT00000001149	InterPro:IPR001752,InterPro:IPR019821,InterPro:IPR027417,InterPro:IPR027640
PLSCT00000012426	InterPro:IPR012545
PLSCT00000008899	InterPro:IPR004087,InterPro:IPR004088
PLSCT00000016452	InterPro:IPR014977
PLSCT00000013666	InterPro:IPR000719,InterPro:IPR011009,InterPro:IPR017441
PLSCT00000008993	InterPro:IPR009902,InterPro:IPR029063
PLSCT00000010690	InterPro:IPR001763
PLSCT00000017487	InterPro:IPR010714
PLSCT00000020952	InterPro:IPR007590
PLSCT00000020593	InterPro:IPR016040
PLSCT00000004482	InterPro:IPR000943,InterPro:IPR007627,InterPro:IPR009042,InterPro:IPR011991,InterPro:IPR013325,InterPro:IPR014284
PLSCT00000004534	InterPro:IPR007949,InterPro:IPR027312
PLSCT00000005748	InterPro:IPR010530
PLSCT00000013066	InterPro:IPR006045,InterPro:IPR011051,InterPro:IPR014710,InterPro:IPR019780
PLSCT00000008925	InterPro:IPR000270,InterPro:IPR000644
PLSCT00000001768	InterPro:IPR000286,InterPro:IPR023801
PLSCT00000008258	InterPro:IPR001841,InterPro:IPR013083,InterPro:IPR032008,InterPro:IPR032010
PLSCT00000009356	InterPro:IPR001349
PLSCT00000009886	InterPro:IPR019401
PLSCT00000005813	InterPro:IPR001392,InterPro:IPR011012,InterPro:IPR028565
PLSCT00000005441	InterPro:IPR001806,InterPro:IPR005225,InterPro:IPR027417
PLSCT00000011396	InterPro:IPR001606,InterPro:IPR027443
PLSCT00000003144	InterPro:IPR000157,InterPro:IPR002182,InterPro:IPR027417
PLSCT00000001076	InterPro:IPR000719,InterPro:IPR008271,InterPro:IPR011009
PLSCT00000016467	InterPro:IPR000823,InterPro:IPR002016,InterPro:IPR010255,InterPro:IPR019793,InterPro:IPR019794,InterPro:IPR033905
PLSCT00000010957	InterPro:IPR008278
PLSCT00000014447	InterPro:IPR007312
PLSCT00000010833	InterPro:IPR001650,InterPro:IPR011545,InterPro:IPR012562,InterPro:IPR014001,InterPro:IPR014014,InterPro:IPR027417
PLSCT00000019728	InterPro:IPR000225,InterPro:IPR011989,InterPro:IPR016024
PLSCT00000009529	InterPro:IPR001841,InterPro:IPR014977,InterPro:IPR018866
PLSCT00000007832	InterPro:IPR021319
PLSCT00000016642	InterPro:IPR000109,InterPro:IPR020846
PLSCT00000003441	InterPro:IPR003406
PLSCT00000011432	InterPro:IPR021489
PLSCT00000012060	InterPro:IPR007120,InterPro:IPR007121,InterPro:IPR007641,InterPro:IPR007642,InterPro:IPR007644,InterPro:IPR007645,InterPro:IPR007646,InterPro:IPR007647,InterPro:IPR014724,InterPro:IPR015712
PLSCT00000011823	InterPro:IPR000719,InterPro:IPR008271,InterPro:IPR011009
PLSCT00000002016	InterPro:IPR001214
PLSCT00000017794	InterPro:IPR004159,InterPro:IPR029063
PLSCT00000018572	InterPro:IPR003439,InterPro:IPR013525,InterPro:IPR027417
PLSCT00000008240	InterPro:IPR000873
PLSCT00000018429	InterPro:IPR000760,InterPro:IPR020550,InterPro:IPR020552,InterPro:IPR020583,InterPro:IPR033942
PLSCT00000009973	InterPro:IPR002013
PLSCT00000004595	InterPro:IPR000629,InterPro:IPR001650,InterPro:IPR011545,InterPro:IPR014001,InterPro:IPR014014,InterPro:IPR027417
PLSCT00000002519	InterPro:IPR001810
PLSCT00000018383	InterPro:IPR006766
PLSCT00000018721	InterPro:IPR001917,InterPro:IPR004839,InterPro:IPR015421,InterPro:IPR015422,InterPro:IPR015424
PLSCT00000008597	InterPro:IPR014729,InterPro:IPR024909,InterPro:IPR032678
PLSCT00000008127	InterPro:IPR005215,InterPro:IPR008880,InterPro:IPR008881,InterPro:IPR027304
PLSCT00000018203	InterPro:IPR008183,InterPro:IPR011013,InterPro:IPR014718
PLSCT00000009582	InterPro:IPR001951,InterPro:IPR009072
PLSCT00000011076	InterPro:IPR002933,InterPro:IPR011650
PLSCT00000005338	InterPro:IPR000717,InterPro:IPR011990,InterPro:IPR011991,InterPro:IPR016650,InterPro:IPR019010,InterPro:IPR019585
PLSCT00000002426	InterPro:IPR016040
PLSCT00000021217	InterPro:IPR002132,InterPro:IPR020929,InterPro:IPR022803,InterPro:IPR031309,InterPro:IPR031310
PLSCT00000000950	InterPro:IPR002885,InterPro:IPR011990,InterPro:IPR032867
PLSCT00000007002	InterPro:IPR001440,InterPro:IPR011990,InterPro:IPR013026,InterPro:IPR019734,InterPro:IPR024111
PLSCT00000010881	InterPro:IPR000330,InterPro:IPR001650,InterPro:IPR014001,InterPro:IPR027417
PLSCT00000008239	InterPro:IPR015943,InterPro:IPR028203
PLSCT00000016957	InterPro:IPR000949,InterPro:IPR001680,InterPro:IPR015943,InterPro:IPR017986,InterPro:IPR019775,InterPro:IPR020472
PLSCT00000013189	InterPro:IPR000225,InterPro:IPR001752,InterPro:IPR011989,InterPro:IPR016024,InterPro:IPR019821,InterPro:IPR027417,InterPro:IPR027640,InterPro:IPR033291
PLSCT00000010636	InterPro:IPR005485,InterPro:IPR025607
PLSCT00000021539	InterPro:IPR000629,InterPro:IPR001650,InterPro:IPR011545,InterPro:IPR012562,InterPro:IPR012677,InterPro:IPR014001,InterPro:IPR014014,InterPro:IPR027417
PLSCT00000005939	InterPro:IPR003397
PLSCT00000013374	InterPro:IPR001202,InterPro:IPR002713
PLSCT00000003207	InterPro:IPR008528
PLSCT00000020777	InterPro:IPR002937,InterPro:IPR023753
PLSCT00000012330	InterPro:IPR001593,InterPro:IPR018281
PLSCT00000016719	InterPro:IPR003480,InterPro:IPR023213
PLSCT00000021546	InterPro:IPR010433
PLSCT00000014370	InterPro:IPR001841,InterPro:IPR013083,InterPro:IPR024766
PLSCT00000007616	InterPro:IPR001763
PLSCT00000021401	InterPro:IPR001789,InterPro:IPR003594,InterPro:IPR003661,InterPro:IPR004358,InterPro:IPR005467,InterPro:IPR011006
PLSCT00000020077	InterPro:IPR001373,InterPro:IPR011991,InterPro:IPR016157,InterPro:IPR016158,InterPro:IPR016159,InterPro:IPR019559
PLSCT00000019766	InterPro:IPR000807,InterPro:IPR020565,InterPro:IPR020568
PLSCT00000004405	InterPro:IPR005989,InterPro:IPR020846
PLSCT00000003864	InterPro:IPR002222,InterPro:IPR005713,InterPro:IPR020934,InterPro:IPR023575
PLSCT00000001058	InterPro:IPR008979,InterPro:IPR017853
PLSCT00000015009	InterPro:IPR000008,InterPro:IPR004182,InterPro:IPR031968
PLSCT00000002133	InterPro:IPR002489,InterPro:IPR002932,InterPro:IPR013785
PLSCT00000012894	InterPro:IPR008892
PLSCT00000003931	InterPro:IPR000904,InterPro:IPR011989,InterPro:IPR015403,InterPro:IPR016024,InterPro:IPR023394,InterPro:IPR032629,InterPro:IPR032691
PLSCT00000020136	InterPro:IPR007651
PLSCT00000002108	InterPro:IPR001810,InterPro:IPR025886
PLSCT00000019911	InterPro:IPR000760
PLSCT00000013502	InterPro:IPR001810,InterPro:IPR032675
PLSCT00000016458	InterPro:IPR008528,InterPro:IPR014770,InterPro:IPR014772
PLSCT00000006571	InterPro:IPR002423,InterPro:IPR017998,InterPro:IPR027413
PLSCT00000016625	InterPro:IPR005795,InterPro:IPR007112,InterPro:IPR007117,InterPro:IPR007118,InterPro:IPR009009
PLSCT00000001451	InterPro:IPR001282,InterPro:IPR022675
PLSCT00000008827	InterPro:IPR028923
PLSCT00000018493	InterPro:IPR001932,InterPro:IPR015655
PLSCT00000001586	InterPro:IPR001932
PLSCT00000017906	InterPro:IPR018962
PLSCT00000008380	InterPro:IPR002110,InterPro:IPR020683,InterPro:IPR021094
PLSCT00000018524	InterPro:IPR015943
PLSCT00000005660	InterPro:IPR005474,InterPro:IPR029061,InterPro:IPR033247
PLSCT00000020992	InterPro:IPR002022,InterPro:IPR011050,InterPro:IPR012334,InterPro:IPR018082
PLSCT00000021098	InterPro:IPR002495,InterPro:IPR029044
PLSCT00000010359	InterPro:IPR001079,InterPro:IPR002659,InterPro:IPR013320
PLSCT00000015433	InterPro:IPR001680,InterPro:IPR015943,InterPro:IPR017986,InterPro:IPR019775
PLSCT00000021642	InterPro:IPR000408,InterPro:IPR009091
PLSCT00000015994	InterPro:IPR002815,InterPro:IPR004085,InterPro:IPR011991,InterPro:IPR013049
PLSCT00000018055	InterPro:IPR001680,InterPro:IPR015943,InterPro:IPR017986,InterPro:IPR019775,InterPro:IPR020472
PLSCT00000009526	InterPro:IPR000225,InterPro:IPR011989,InterPro:IPR016024
PLSCT00000020194	InterPro:IPR000209,InterPro:IPR015500,InterPro:IPR023828
PLSCT00000013091	InterPro:IPR011991
PLSCT00000009784	InterPro:IPR009743,InterPro:IPR014710
PLSCT00000019385	InterPro:IPR003593,InterPro:IPR003959,InterPro:IPR027065,InterPro:IPR027417
PLSCT00000017374	InterPro:IPR001789,InterPro:IPR011006
PLSCT00000013590	InterPro:IPR003661
PLSCT00000016624	InterPro:IPR008656
PLSCT00000004321	InterPro:IPR024661
PLSCT00000012620	InterPro:IPR002110,InterPro:IPR020683
PLSCT00000000687	InterPro:IPR001440,InterPro:IPR004843,InterPro:IPR006186,InterPro:IPR011236,InterPro:IPR011990,InterPro:IPR013026,InterPro:IPR013235,InterPro:IPR019734,InterPro:IPR029052
PLSCT00000002668	InterPro:IPR001763
PLSCT00000005566	InterPro:IPR002893
PLSCT00000000837	InterPro:IPR006766
PLSCT00000020474	InterPro:IPR000415,InterPro:IPR029479
PLSCT00000001082	InterPro:IPR015590,InterPro:IPR016160,InterPro:IPR016161,InterPro:IPR016162,InterPro:IPR016163,InterPro:IPR029510
PLSCT00000013368	InterPro:IPR002921,InterPro:IPR029058
PLSCT00000012147	InterPro:IPR000719,InterPro:IPR008271,InterPro:IPR011009
PLSCT00000012754	InterPro:IPR000683,InterPro:IPR004104,InterPro:IPR016040
PLSCT00000013882	InterPro:IPR001736,InterPro:IPR015679,InterPro:IPR024632
PLSCT00000003723	InterPro:IPR026506
PLSCT00000006699	InterPro:IPR002155,InterPro:IPR016039,InterPro:IPR020610,InterPro:IPR020615,InterPro:IPR020616,InterPro:IPR020617
PLSCT00000014245	InterPro:IPR001412,InterPro:IPR002300,InterPro:IPR002303,InterPro:IPR009008,InterPro:IPR014729
PLSCT00000004524	InterPro:IPR000719,InterPro:IPR001368,InterPro:IPR008271,InterPro:IPR009091,InterPro:IPR011009,InterPro:IPR013320,InterPro:IPR017441
PLSCT00000003086	InterPro:IPR001698,InterPro:IPR019771
PLSCT00000002733	InterPro:IPR027329
PLSCT00000008805	InterPro:IPR013083
PLSCT00000011954	InterPro:IPR018972
PLSCT00000009802	InterPro:IPR001937,InterPro:IPR005849,InterPro:IPR005850,InterPro:IPR011146
PLSCT00000016291	InterPro:IPR001048,InterPro:IPR001057,InterPro:IPR015590,InterPro:IPR016161,InterPro:IPR016162,InterPro:IPR016163,InterPro:IPR019797
PLSCT00000013776	InterPro:IPR001330,InterPro:IPR008930
PLSCT00000018904	InterPro:IPR000157
PLSCT00000004907	InterPro:IPR000996
PLSCT00000003779	InterPro:IPR002495,InterPro:IPR029044,InterPro:IPR029993
PLSCT00000016662	InterPro:IPR000719,InterPro:IPR001245,InterPro:IPR011009
PLSCT00000006755	InterPro:IPR004405,InterPro:IPR005140,InterPro:IPR005141,InterPro:IPR005142,InterPro:IPR029064
