PLSCT00000016654	PFAM:PF02666
PLSCT00000004125	PFAM:PF00504
PLSCT00000018861	PFAM:PF00638
PLSCT00000006797	PFAM:PF00569,PFAM:PF13445,PFAM:PF13920
PLSCT00000018756	PFAM:PF00160
PLSCT00000018112	PFAM:PF00903
PLSCT00000017956	PFAM:PF01545,PFAM:PF16916
PLSCT00000007634	PFAM:PF01394
PLSCT00000005589	PFAM:PF00400
PLSCT00000016969	PFAM:PF03595
PLSCT00000011410	PFAM:PF07714
PLSCT00000017978	PFAM:PF00352
PLSCT00000008505	PFAM:PF07466
PLSCT00000001260	PFAM:PF00069,PFAM:PF02138
PLSCT00000015452	PFAM:PF00190
PLSCT00000002454	PFAM:PF07683
PLSCT00000013679	PFAM:PF17047
PLSCT00000014629	PFAM:PF00176,PFAM:PF00271,PFAM:PF14619
PLSCT00000004088	PFAM:PF10496
PLSCT00000005041	PFAM:PF00155
PLSCT00000002534	PFAM:PF00588
PLSCT00000008497	PFAM:PF00202
PLSCT00000005395	PFAM:PF00067
PLSCT00000018807	PFAM:PF00403
PLSCT00000021513	PFAM:PF00909
PLSCT00000004985	PFAM:PF13621
PLSCT00000021045	PFAM:PF01015
PLSCT00000000511	PFAM:PF00254
PLSCT00000004211	PFAM:PF01221
PLSCT00000021389	PFAM:PF00271
PLSCT00000006098	PFAM:PF00076
PLSCT00000006261	PFAM:PF03222
PLSCT00000009217	PFAM:PF00230
PLSCT00000000563	PFAM:PF06203
PLSCT00000019323	PFAM:PF01602,PFAM:PF02883,PFAM:PF04419,PFAM:PF12907
PLSCT00000020329	PFAM:PF02824,PFAM:PF07973
PLSCT00000007246	PFAM:PF00156
PLSCT00000016367	PFAM:PF08241,PFAM:PF13489
PLSCT00000015630	PFAM:PF14288
PLSCT00000019644	PFAM:PF00069
PLSCT00000010158	PFAM:PF00664
PLSCT00000010597	PFAM:PF02362
PLSCT00000003289	PFAM:PF00240
PLSCT00000009127	PFAM:PF00069
PLSCT00000013606	PFAM:PF07466
PLSCT00000020871	PFAM:PF00226
PLSCT00000000633	PFAM:PF00076,PFAM:PF15519
PLSCT00000016079	PFAM:PF00856,PFAM:PF13771,PFAM:PF13831
PLSCT00000020716	PFAM:PF00069
PLSCT00000020926	PFAM:PF12697
PLSCT00000006300	PFAM:PF00098,PFAM:PF03159
PLSCT00000002739	PFAM:PF13476
PLSCT00000007843	PFAM:PF01916
PLSCT00000018321	PFAM:PF00076,PFAM:PF12353
PLSCT00000016539	PFAM:PF00175,PFAM:PF00258,PFAM:PF00667
PLSCT00000005947	PFAM:PF01207
PLSCT00000013447	PFAM:PF00696,PFAM:PF01842
PLSCT00000020327	PFAM:PF12166
PLSCT00000018123	PFAM:PF00515,PFAM:PF13181,PFAM:PF13432
PLSCT00000015285	PFAM:PF00153
PLSCT00000017770	PFAM:PF01494
PLSCT00000011636	PFAM:PF00076,PFAM:PF00642,PFAM:PF12872
PLSCT00000001149	PFAM:PF00225
PLSCT00000012426	PFAM:PF08002
PLSCT00000016452	PFAM:PF08879
PLSCT00000013666	PFAM:PF00069
PLSCT00000008993	PFAM:PF07279
PLSCT00000017487	PFAM:PF06957
PLSCT00000020952	PFAM:PF04502
PLSCT00000020593	PFAM:PF13460
PLSCT00000004482	PFAM:PF00140,PFAM:PF04542
PLSCT00000004534	PFAM:PF05285
PLSCT00000005748	PFAM:PF06522
PLSCT00000013066	PFAM:PF00190
PLSCT00000008925	PFAM:PF00564,PFAM:PF00571
PLSCT00000001768	PFAM:PF00850
PLSCT00000008258	PFAM:PF13920,PFAM:PF16040,PFAM:PF16041
PLSCT00000009886	PFAM:PF10276
PLSCT00000005813	PFAM:PF00928
PLSCT00000005441	PFAM:PF00071
PLSCT00000011396	PFAM:PF01388
PLSCT00000003144	PFAM:PF00931,PFAM:PF13676
PLSCT00000001076	PFAM:PF00069
PLSCT00000016467	PFAM:PF00141
PLSCT00000010957	PFAM:PF01648
PLSCT00000014447	PFAM:PF04185
PLSCT00000010833	PFAM:PF00270,PFAM:PF00271,PFAM:PF08152
PLSCT00000019728	PFAM:PF00514
PLSCT00000009529	PFAM:PF08879,PFAM:PF10497
PLSCT00000007832	PFAM:PF11145
PLSCT00000016642	PFAM:PF00854
PLSCT00000003441	PFAM:PF02485
PLSCT00000011432	PFAM:PF11341
PLSCT00000012060	PFAM:PF00562,PFAM:PF04560,PFAM:PF04561,PFAM:PF04563,PFAM:PF04565,PFAM:PF04566,PFAM:PF04567
PLSCT00000011823	PFAM:PF00069
PLSCT00000002016	PFAM:PF00856
PLSCT00000017794	PFAM:PF03141
PLSCT00000018572	PFAM:PF00005,PFAM:PF01061
PLSCT00000008240	PFAM:PF00501
PLSCT00000018429	PFAM:PF00459
PLSCT00000009973	PFAM:PF02383
PLSCT00000004595	PFAM:PF00270,PFAM:PF00271
PLSCT00000018383	PFAM:PF04674
PLSCT00000018721	PFAM:PF00155
PLSCT00000008597	PFAM:PF01406
PLSCT00000008127	PFAM:PF05697,PFAM:PF05698
PLSCT00000018203	PFAM:PF01263
PLSCT00000011076	PFAM:PF01546,PFAM:PF07687
PLSCT00000005338	PFAM:PF01399,PFAM:PF09440,PFAM:PF10602
PLSCT00000002426	PFAM:PF16363
PLSCT00000021217	PFAM:PF00281,PFAM:PF00673
PLSCT00000000950	PFAM:PF01535,PFAM:PF13041,PFAM:PF14432
PLSCT00000007002	PFAM:PF00515,PFAM:PF13432
PLSCT00000010881	PFAM:PF00176,PFAM:PF00271
PLSCT00000008239	PFAM:PF14870
PLSCT00000013189	PFAM:PF00225,PFAM:PF00514
PLSCT00000016957	PFAM:PF00400
PLSCT00000010636	PFAM:PF14204,PFAM:PF17144
PLSCT00000021539	PFAM:PF00270,PFAM:PF00271,PFAM:PF08152
PLSCT00000005939	PFAM:PF02466
PLSCT00000013374	PFAM:PF00397,PFAM:PF01846
PLSCT00000003207	PFAM:PF05664
PLSCT00000020777	PFAM:PF01593
PLSCT00000012330	PFAM:PF01015
PLSCT00000016719	PFAM:PF02458
PLSCT00000021546	PFAM:PF06273
PLSCT00000014370	PFAM:PF12678
PLSCT00000007616	PFAM:PF00581
PLSCT00000021401	PFAM:PF00072,PFAM:PF00512,PFAM:PF02518
PLSCT00000020077	PFAM:PF00888,PFAM:PF10557
PLSCT00000019766	PFAM:PF00475
PLSCT00000004405	PFAM:PF13347
PLSCT00000003864	PFAM:PF00203
PLSCT00000015009	PFAM:PF00168,PFAM:PF02893,PFAM:PF16016
PLSCT00000002133	PFAM:PF01493,PFAM:PF01645
PLSCT00000012894	PFAM:PF05562
PLSCT00000003931	PFAM:PF01369,PFAM:PF09324,PFAM:PF12783,PFAM:PF16213
PLSCT00000020136	PFAM:PF04571
PLSCT00000002108	PFAM:PF00646,PFAM:PF14299
PLSCT00000019911	PFAM:PF00459
PLSCT00000016458	PFAM:PF05664
PLSCT00000006571	PFAM:PF00118
PLSCT00000016625	PFAM:PF01357,PFAM:PF03330
PLSCT00000001451	PFAM:PF02781
PLSCT00000008827	PFAM:PF01259
PLSCT00000018493	PFAM:PF00481
PLSCT00000017906	PFAM:PF09353
PLSCT00000001586	PFAM:PF07228
PLSCT00000008380	PFAM:PF12313,PFAM:PF13857
PLSCT00000005660	PFAM:PF00456
PLSCT00000021098	PFAM:PF01501
PLSCT00000020992	PFAM:PF00544
PLSCT00000010359	PFAM:PF00337,PFAM:PF01762
PLSCT00000021642	PFAM:PF00415
PLSCT00000015994	PFAM:PF04406
PLSCT00000018055	PFAM:PF00400
PLSCT00000009526	PFAM:PF00514
PLSCT00000020194	PFAM:PF00082
PLSCT00000009784	PFAM:PF07014
PLSCT00000019385	PFAM:PF00004
PLSCT00000017374	PFAM:PF00072
PLSCT00000013590	PFAM:PF00512
PLSCT00000016624	PFAM:PF05770
PLSCT00000004321	PFAM:PF11705
PLSCT00000012620	PFAM:PF12796
PLSCT00000000687	PFAM:PF00149,PFAM:PF00515,PFAM:PF08321,PFAM:PF13181
PLSCT00000002668	PFAM:PF00581
PLSCT00000005566	PFAM:PF01753
PLSCT00000000837	PFAM:PF04674
PLSCT00000020474	PFAM:PF00881
PLSCT00000013368	PFAM:PF01764
PLSCT00000001082	PFAM:PF00171
PLSCT00000012147	PFAM:PF00069
PLSCT00000012754	PFAM:PF01408,PFAM:PF02894
PLSCT00000013882	PFAM:PF00614,PFAM:PF12357
PLSCT00000006699	PFAM:PF00108,PFAM:PF02803
PLSCT00000014245	PFAM:PF00133
PLSCT00000004524	PFAM:PF00069
PLSCT00000003086	PFAM:PF01115
PLSCT00000002733	PFAM:PF06886
PLSCT00000011954	PFAM:PF09368
PLSCT00000009802	PFAM:PF01087,PFAM:PF02744
PLSCT00000016291	PFAM:PF00171,PFAM:PF00696
PLSCT00000013776	PFAM:PF00432
PLSCT00000018904	PFAM:PF13676
PLSCT00000004907	PFAM:PF01086
PLSCT00000003779	PFAM:PF01501
PLSCT00000016662	PFAM:PF07714
PLSCT00000006755	PFAM:PF03463,PFAM:PF03464,PFAM:PF03465
PLSCT00000001202	PFAM:PF13516
PLSCT00000018346	PFAM:PF13640
PLSCT00000008368	PFAM:PF12894,PFAM:PF12896
PLSCT00000010630	PFAM:PF05183
PLSCT00000009478	PFAM:PF00071
PLSCT00000002674	PFAM:PF00293
PLSCT00000013518	PFAM:PF09369
PLSCT00000015490	PFAM:PF05770
PLSCT00000015428	PFAM:PF00005
PLSCT00000006964	PFAM:PF07876
PLSCT00000006179	PFAM:PF00230
PLSCT00000010898	PFAM:PF10198
PLSCT00000014936	PFAM:PF01150
PLSCT00000013397	PFAM:PF01419
PLSCT00000008572	PFAM:PF01055,PFAM:PF13802,PFAM:PF17137
PLSCT00000018914	PFAM:PF00083
PLSCT00000002002	PFAM:PF02943
PLSCT00000017308	PFAM:PF01585
PLSCT00000014570	PFAM:PF08879,PFAM:PF08880
PLSCT00000011190	PFAM:PF00676
PLSCT00000019761	PFAM:PF01425
PLSCT00000010268	PFAM:PF00254
PLSCT00000018205	PFAM:PF03151
PLSCT00000015582	PFAM:PF00160
PLSCT00000012194	PFAM:PF04030
PLSCT00000007226	PFAM:PF12937
PLSCT00000011647	PFAM:PF00010
PLSCT00000017436	PFAM:PF00205,PFAM:PF02775
PLSCT00000009163	PFAM:PF03552
PLSCT00000016698	PFAM:PF00789
PLSCT00000021332	PFAM:PF00400
PLSCT00000014997	PFAM:PF00122,PFAM:PF00702
PLSCT00000003826	PFAM:PF00571,PFAM:PF01126,PFAM:PF01595,PFAM:PF03471
PLSCT00000001214	PFAM:PF00069
PLSCT00000015284	PFAM:PF13920
PLSCT00000020330	PFAM:PF14661
PLSCT00000013095	PFAM:PF01055,PFAM:PF13802,PFAM:PF16863
PLSCT00000002918	PFAM:PF00957,PFAM:PF13774
PLSCT00000015832	PFAM:PF01535,PFAM:PF13041,PFAM:PF13812,PFAM:PF14432
PLSCT00000017811	PFAM:PF01255
PLSCT00000019255	PFAM:PF00847
PLSCT00000003643	PFAM:PF00153
PLSCT00000014480	PFAM:PF03321
PLSCT00000011188	PFAM:PF00676
PLSCT00000006078	PFAM:PF01466,PFAM:PF03931
PLSCT00000011842	PFAM:PF00168,PFAM:PF08372
PLSCT00000006073	PFAM:PF00970
PLSCT00000008569	PFAM:PF08640
PLSCT00000009671	PFAM:PF12333
PLSCT00000015682	PFAM:PF01209
PLSCT00000003074	PFAM:PF04387,PFAM:PF04893
PLSCT00000016540	PFAM:PF01008
PLSCT00000015774	PFAM:PF00180
PLSCT00000009609	PFAM:PF03810
PLSCT00000004518	PFAM:PF01872
PLSCT00000008414	PFAM:PF03096
PLSCT00000009967	PFAM:PF07227,PFAM:PF16312
PLSCT00000017081	PFAM:PF00334
PLSCT00000011548	PFAM:PF10294
PLSCT00000000405	PFAM:PF01652
PLSCT00000015861	PFAM:PF01281,PFAM:PF03948
PLSCT00000007927	PFAM:PF00344
PLSCT00000000660	PFAM:PF00230
PLSCT00000019485	PFAM:PF00501,PFAM:PF13193
PLSCT00000020623	PFAM:PF12807,PFAM:PF13424
PLSCT00000003563	PFAM:PF03061
PLSCT00000017795	PFAM:PF03141
PLSCT00000009511	PFAM:PF00570,PFAM:PF01612
PLSCT00000020505	PFAM:PF00270,PFAM:PF00271,PFAM:PF04408,PFAM:PF07717
PLSCT00000001916	PFAM:PF07856
PLSCT00000001120	PFAM:PF02463,PFAM:PF06470
PLSCT00000014745	PFAM:PF01326
PLSCT00000014837	PFAM:PF01624
PLSCT00000019295	PFAM:PF00366,PFAM:PF16205
PLSCT00000017756	PFAM:PF00641
PLSCT00000020378	PFAM:PF00481
PLSCT00000010810	PFAM:PF00583
PLSCT00000013373	PFAM:PF07058
PLSCT00000014230	PFAM:PF04055
PLSCT00000014020	PFAM:PF13520
PLSCT00000020664	PFAM:PF07714
PLSCT00000005469	PFAM:PF00226,PFAM:PF00684,PFAM:PF01556
PLSCT00000021004	PFAM:PF06068
PLSCT00000018063	PFAM:PF04065,PFAM:PF04153
PLSCT00000013115	PFAM:PF01535,PFAM:PF13041,PFAM:PF14432
PLSCT00000011066	PFAM:PF00067
PLSCT00000014395	PFAM:PF05033,PFAM:PF13771
PLSCT00000012914	PFAM:PF00069
PLSCT00000020293	PFAM:PF13500
PLSCT00000010966	PFAM:PF00428
PLSCT00000019602	PFAM:PF03657
PLSCT00000000923	PFAM:PF00141
PLSCT00000021027	PFAM:PF06075
PLSCT00000011717	PFAM:PF00067
PLSCT00000016008	PFAM:PF01370
PLSCT00000002514	PFAM:PF00085
PLSCT00000015646	PFAM:PF00152
PLSCT00000004486	PFAM:PF00270,PFAM:PF00271
PLSCT00000005556	PFAM:PF04921
PLSCT00000001170	PFAM:PF01397,PFAM:PF03936
PLSCT00000008563	PFAM:PF01936
PLSCT00000020904	PFAM:PF10160
PLSCT00000011952	PFAM:PF01487,PFAM:PF01488,PFAM:PF08501
PLSCT00000009488	PFAM:PF12819,PFAM:PF13855
PLSCT00000010604	PFAM:PF02416
PLSCT00000004837	PFAM:PF01399
PLSCT00000007003	PFAM:PF00504
PLSCT00000006092	PFAM:PF04048
PLSCT00000012139	PFAM:PF00154
PLSCT00000012642	PFAM:PF02362
PLSCT00000019635	PFAM:PF06888
PLSCT00000002020	PFAM:PF00168,PFAM:PF00614
PLSCT00000008984	PFAM:PF00076
PLSCT00000006152	PFAM:PF00085,PFAM:PF07749
PLSCT00000003593	PFAM:PF00808
PLSCT00000009009	PFAM:PF03343
PLSCT00000014939	PFAM:PF06068
PLSCT00000013192	PFAM:PF01619
PLSCT00000015572	PFAM:PF05536
PLSCT00000019915	PFAM:PF07059
PLSCT00000008137	PFAM:PF00122,PFAM:PF00702
PLSCT00000003341	PFAM:PF06884
PLSCT00000021399	PFAM:PF17135
PLSCT00000012012	PFAM:PF12899
PLSCT00000013143	PFAM:PF02204
PLSCT00000001370	PFAM:PF02362
PLSCT00000013452	PFAM:PF02714,PFAM:PF14703
PLSCT00000001782	PFAM:PF01985
PLSCT00000014767	PFAM:PF05008,PFAM:PF12352
PLSCT00000003089	PFAM:PF00081,PFAM:PF02777
PLSCT00000009123	PFAM:PF01412
PLSCT00000014073	PFAM:PF12937,PFAM:PF13516
PLSCT00000018607	PFAM:PF00176,PFAM:PF00271,PFAM:PF12054,PFAM:PF13513
PLSCT00000018008	PFAM:PF04144
PLSCT00000005936	PFAM:PF00505,PFAM:PF01388
PLSCT00000000567	PFAM:PF05127,PFAM:PF08351
PLSCT00000009692	PFAM:PF04770
PLSCT00000010515	PFAM:PF09739
PLSCT00000003162	PFAM:PF00004
PLSCT00000008184	PFAM:PF01202
PLSCT00000014264	PFAM:PF05911
PLSCT00000010970	PFAM:PF01876
PLSCT00000013732	PFAM:PF00069
PLSCT00000004193	PFAM:PF00481
PLSCT00000006661	PFAM:PF04910
PLSCT00000015439	PFAM:PF00082
PLSCT00000013321	PFAM:PF02990
PLSCT00000011321	PFAM:PF02803
PLSCT00000016338	PFAM:PF02670,PFAM:PF08436,PFAM:PF13288
PLSCT00000006459	PFAM:PF00091,PFAM:PF12327
PLSCT00000002098	PFAM:PF03604
PLSCT00000004677	PFAM:PF07224
PLSCT00000014765	PFAM:PF00407
PLSCT00000009706	PFAM:PF00225
PLSCT00000002305	PFAM:PF00117
PLSCT00000006026	PFAM:PF05687
PLSCT00000017255	PFAM:PF00786
PLSCT00000007168	PFAM:PF00076
PLSCT00000017285	PFAM:PF01025
PLSCT00000014018	PFAM:PF07227,PFAM:PF16312
PLSCT00000020706	PFAM:PF03109
PLSCT00000001577	PFAM:PF00350,PFAM:PF01031
PLSCT00000017801	PFAM:PF00198,PFAM:PF00364,PFAM:PF02817
PLSCT00000011169	PFAM:PF01394
PLSCT00000013575	PFAM:PF00575
PLSCT00000001086	PFAM:PF00410
PLSCT00000020928	PFAM:PF00456,PFAM:PF02779,PFAM:PF02780
PLSCT00000012276	PFAM:PF00349,PFAM:PF03727
PLSCT00000017358	PFAM:PF16212
PLSCT00000011715	PFAM:PF03141
PLSCT00000020967	PFAM:PF00013
PLSCT00000009642	PFAM:PF14360
PLSCT00000006566	PFAM:PF00627,PFAM:PF06012,PFAM:PF06025
PLSCT00000013706	PFAM:PF07690
PLSCT00000015127	PFAM:PF05761
PLSCT00000012497	PFAM:PF05964
PLSCT00000020170	PFAM:PF00067
PLSCT00000013990	PFAM:PF01926
PLSCT00000001912	PFAM:PF06747
PLSCT00000001036	PFAM:PF04547
PLSCT00000018853	PFAM:PF00327
PLSCT00000013760	PFAM:PF10561
PLSCT00000008881	PFAM:PF01894
PLSCT00000007173	PFAM:PF03171,PFAM:PF14226
PLSCT00000007244	PFAM:PF00083
PLSCT00000016616	PFAM:PF00633,PFAM:PF00730,PFAM:PF14815
PLSCT00000001597	PFAM:PF04371
PLSCT00000016631	PFAM:PF01494
PLSCT00000000624	PFAM:PF08389
PLSCT00000015753	PFAM:PF01428,PFAM:PF01754
PLSCT00000006197	PFAM:PF04005
PLSCT00000017803	PFAM:PF00623,PFAM:PF04983,PFAM:PF04997,PFAM:PF04998,PFAM:PF05000
PLSCT00000011268	PFAM:PF01026
PLSCT00000020340	PFAM:PF03141
PLSCT00000013894	PFAM:PF12819
PLSCT00000002677	PFAM:PF00270,PFAM:PF00271,PFAM:PF01424,PFAM:PF04408,PFAM:PF07717,PFAM:PF12796
PLSCT00000012229	PFAM:PF00176,PFAM:PF00271
PLSCT00000009186	PFAM:PF12767
PLSCT00000002491	PFAM:PF01734
PLSCT00000021615	PFAM:PF03194
PLSCT00000013641	PFAM:PF03357
PLSCT00000010926	PFAM:PF03168
PLSCT00000020722	PFAM:PF00291
PLSCT00000008559	PFAM:PF07855
PLSCT00000011150	PFAM:PF03813
PLSCT00000001891	PFAM:PF00071
PLSCT00000005177	PFAM:PF00651,PFAM:PF13837
PLSCT00000016195	PFAM:PF05055
PLSCT00000013437	PFAM:PF01218
PLSCT00000007459	PFAM:PF04438
PLSCT00000020998	PFAM:PF01425
PLSCT00000014929	PFAM:PF04987
PLSCT00000007101	PFAM:PF06602
PLSCT00000015586	PFAM:PF00168,PFAM:PF00387
PLSCT00000016468	PFAM:PF09787
PLSCT00000007273	PFAM:PF04427
PLSCT00000010625	PFAM:PF01459
PLSCT00000017280	PFAM:PF03219
PLSCT00000002568	PFAM:PF00300
PLSCT00000004480	PFAM:PF00076
PLSCT00000012185	PFAM:PF07714
PLSCT00000000577	PFAM:PF11566
PLSCT00000012740	PFAM:PF17067
PLSCT00000012556	PFAM:PF00043
PLSCT00000018620	PFAM:PF01588
PLSCT00000007223	PFAM:PF00484
PLSCT00000005532	PFAM:PF00657
PLSCT00000007189	PFAM:PF01128
PLSCT00000009346	PFAM:PF00071
PLSCT00000001894	PFAM:PF03435
PLSCT00000004159	PFAM:PF05208
PLSCT00000013308	PFAM:PF13023
PLSCT00000021242	PFAM:PF00076
PLSCT00000003787	PFAM:PF00654
PLSCT00000001993	PFAM:PF04176
PLSCT00000005717	PFAM:PF01490
PLSCT00000003948	PFAM:PF13445
PLSCT00000009868	PFAM:PF13855
PLSCT00000004349	PFAM:PF04749
PLSCT00000009168	PFAM:PF00076
PLSCT00000018801	PFAM:PF00083
PLSCT00000021570	PFAM:PF00307
PLSCT00000014098	PFAM:PF00566
PLSCT00000007470	PFAM:PF00225
PLSCT00000001878	PFAM:PF13174,PFAM:PF13176
PLSCT00000013178	PFAM:PF00957,PFAM:PF13774
PLSCT00000012374	PFAM:PF16507
PLSCT00000018556	PFAM:PF01798,PFAM:PF08156
PLSCT00000009944	PFAM:PF05173
PLSCT00000002835	PFAM:PF01866
PLSCT00000002596	PFAM:PF13301
PLSCT00000005891	PFAM:PF03650
PLSCT00000021312	PFAM:PF00224,PFAM:PF02887
PLSCT00000018916	PFAM:PF06645
PLSCT00000001681	PFAM:PF17135
PLSCT00000004433	PFAM:PF04727
PLSCT00000014786	PFAM:PF00225
PLSCT00000012057	PFAM:PF07714
PLSCT00000016199	PFAM:PF00324,PFAM:PF03522
PLSCT00000015378	PFAM:PF07714
PLSCT00000011937	PFAM:PF00205
PLSCT00000009881	PFAM:PF00004,PFAM:PF12037
PLSCT00000017066	PFAM:PF00781
PLSCT00000004766	PFAM:PF04055,PFAM:PF16199
PLSCT00000020453	PFAM:PF02837
PLSCT00000002861	PFAM:PF00076,PFAM:PF00397
PLSCT00000015565	PFAM:PF02493
PLSCT00000000781	PFAM:PF02985,PFAM:PF13646
PLSCT00000021130	PFAM:PF00847
PLSCT00000012218	PFAM:PF16709,PFAM:PF16712
PLSCT00000013565	PFAM:PF01926
PLSCT00000007531	PFAM:PF00190
PLSCT00000014584	PFAM:PF00498
PLSCT00000002594	PFAM:PF00903
PLSCT00000021643	PFAM:PF04997
PLSCT00000016285	PFAM:PF03062
PLSCT00000005034	PFAM:PF13639
PLSCT00000006288	PFAM:PF01778
PLSCT00000001185	PFAM:PF05498
PLSCT00000014637	PFAM:PF00454,PFAM:PF00613
PLSCT00000016034	PFAM:PF13176
PLSCT00000013852	PFAM:PF07797
PLSCT00000016326	PFAM:PF00173
PLSCT00000012245	PFAM:PF05687
PLSCT00000019999	PFAM:PF01459
PLSCT00000005110	PFAM:PF02146
PLSCT00000014874	PFAM:PF16969
PLSCT00000001106	PFAM:PF01764
PLSCT00000007326	PFAM:PF08155
PLSCT00000017502	PFAM:PF08662
PLSCT00000003087	PFAM:PF03371
PLSCT00000004049	PFAM:PF12265
PLSCT00000010969	PFAM:PF04080
PLSCT00000001194	PFAM:PF02272,PFAM:PF07973
PLSCT00000007867	PFAM:PF03649
PLSCT00000009607	PFAM:PF03468,PFAM:PF03470
PLSCT00000011031	PFAM:PF00091
PLSCT00000021220	PFAM:PF01513
PLSCT00000008355	PFAM:PF00472,PFAM:PF03462
PLSCT00000018715	PFAM:PF00557
PLSCT00000001812	PFAM:PF00573,PFAM:PF14374
PLSCT00000013970	PFAM:PF00005,PFAM:PF00664
PLSCT00000018472	PFAM:PF07889
PLSCT00000012337	PFAM:PF03219
PLSCT00000018604	PFAM:PF13740
PLSCT00000005916	PFAM:PF06068
PLSCT00000017494	PFAM:PF02551
PLSCT00000000541	PFAM:PF03171,PFAM:PF14226
PLSCT00000018680	PFAM:PF00400
PLSCT00000020870	PFAM:PF09366
PLSCT00000000324	PFAM:PF00428
PLSCT00000003117	PFAM:PF01063
PLSCT00000014130	PFAM:PF00293
PLSCT00000004238	PFAM:PF12146
PLSCT00000015818	PFAM:PF01222
PLSCT00000018176	PFAM:PF04193
PLSCT00000017826	PFAM:PF00069
PLSCT00000002969	PFAM:PF00270,PFAM:PF00271,PFAM:PF04408,PFAM:PF07717
PLSCT00000004873	PFAM:PF00294
PLSCT00000015343	PFAM:PF03638
PLSCT00000015016	PFAM:PF10184
PLSCT00000011858	PFAM:PF14802
PLSCT00000009864	PFAM:PF00454
PLSCT00000005444	PFAM:PF01398,PFAM:PF08969
PLSCT00000018007	PFAM:PF00928,PFAM:PF01217
PLSCT00000011258	PFAM:PF00043
PLSCT00000021030	PFAM:PF00249,PFAM:PF00569,PFAM:PF16495
PLSCT00000010983	PFAM:PF02092
PLSCT00000004809	PFAM:PF00957
PLSCT00000013171	PFAM:PF13639
PLSCT00000002372	PFAM:PF04083
PLSCT00000001145	PFAM:PF00646
PLSCT00000008358	PFAM:PF06602
PLSCT00000004233	PFAM:PF01025
PLSCT00000016198	PFAM:PF01979
PLSCT00000015025	PFAM:PF04601
PLSCT00000017831	PFAM:PF08626,PFAM:PF12739
PLSCT00000008967	PFAM:PF00076
PLSCT00000019784	PFAM:PF00642
PLSCT00000004092	PFAM:PF01521
PLSCT00000002159	PFAM:PF03000
PLSCT00000020409	PFAM:PF00400
PLSCT00000004426	PFAM:PF04762
PLSCT00000018316	PFAM:PF02990
PLSCT00000020373	PFAM:PF01789
PLSCT00000003961	PFAM:PF05347
PLSCT00000006920	PFAM:PF08240
PLSCT00000019410	PFAM:PF00332
PLSCT00000000595	PFAM:PF04603
PLSCT00000011625	PFAM:PF07722
PLSCT00000000804	PFAM:PF09732,PFAM:PF10312
PLSCT00000011677	PFAM:PF02485
PLSCT00000018113	PFAM:PF00628
PLSCT00000013116	PFAM:PF00005
PLSCT00000009223	PFAM:PF02705
PLSCT00000011162	PFAM:PF01416
PLSCT00000002765	PFAM:PF02460
PLSCT00000006579	PFAM:PF01301
PLSCT00000020731	PFAM:PF12022
PLSCT00000018443	PFAM:PF01388
PLSCT00000021559	PFAM:PF00504
PLSCT00000003233	PFAM:PF12643
PLSCT00000019021	PFAM:PF01778
PLSCT00000001072	PFAM:PF03110
PLSCT00000011653	PFAM:PF00005,PFAM:PF00664
PLSCT00000017821	PFAM:PF01189,PFAM:PF04795
PLSCT00000001108	PFAM:PF05994,PFAM:PF07159
PLSCT00000003564	PFAM:PF00069,PFAM:PF00954,PFAM:PF01453
PLSCT00000009920	PFAM:PF00828
PLSCT00000007184	PFAM:PF13460
PLSCT00000011568	PFAM:PF10347,PFAM:PF10351
PLSCT00000007938	PFAM:PF00005
PLSCT00000000953	PFAM:PF03297
PLSCT00000018765	PFAM:PF00071
PLSCT00000012970	PFAM:PF05206
PLSCT00000003348	PFAM:PF00012
PLSCT00000010149	PFAM:PF00004
PLSCT00000001437	PFAM:PF08555
PLSCT00000008723	PFAM:PF00612,PFAM:PF13178
PLSCT00000011720	PFAM:PF01248
PLSCT00000018395	PFAM:PF00128
PLSCT00000016062	PFAM:PF00940
PLSCT00000013652	PFAM:PF03055
PLSCT00000018135	PFAM:PF06454
PLSCT00000015867	PFAM:PF00210
PLSCT00000019619	PFAM:PF00291
PLSCT00000011630	PFAM:PF02362,PFAM:PF07496
PLSCT00000016855	PFAM:PF04072
PLSCT00000011175	PFAM:PF03194
PLSCT00000009142	PFAM:PF00928
PLSCT00000007269	PFAM:PF14541,PFAM:PF14543
PLSCT00000000877	PFAM:PF00854
PLSCT00000011624	PFAM:PF05834
PLSCT00000010205	PFAM:PF00168,PFAM:PF00614
PLSCT00000021206	PFAM:PF02364
PLSCT00000014131	PFAM:PF00293
PLSCT00000007372	PFAM:PF13639
PLSCT00000007308	PFAM:PF00083
PLSCT00000020814	PFAM:PF03953
PLSCT00000020438	PFAM:PF12738
PLSCT00000008623	PFAM:PF10250
PLSCT00000000813	PFAM:PF00069,PFAM:PF00954,PFAM:PF01453
PLSCT00000008233	PFAM:PF00562,PFAM:PF04560,PFAM:PF04561,PFAM:PF04565,PFAM:PF04566,PFAM:PF04567
PLSCT00000005280	PFAM:PF13639
PLSCT00000021373	PFAM:PF00153
PLSCT00000004339	PFAM:PF01545
PLSCT00000001893	PFAM:PF07103
PLSCT00000018632	PFAM:PF04053
PLSCT00000009124	PFAM:PF15341
PLSCT00000020689	PFAM:PF13589
PLSCT00000002818	PFAM:PF00732,PFAM:PF05199
